Code,Species,Cohort,SN,RN,weight_g,weight_kg,weight_t,weight_lbs,li_a,li_b,length_cm,,vbert_cm,grams,SN,RN
OHK,Offshore_Hake,2,347.4885845,920.8447489,144.59,0.14459,0.00014459,0.318766006,0.014,2.8,27.13782761,,,,,
OHK,Offshore_Hake,3,732.4200913,1940.913242,304.76,0.30476,0.00030476,0.671879991,0.014,2.8,35.41807675,,,,,
OHK,Offshore_Hake,4,1115.200673,2955.281782,464.035,0.464035,0.000464035,1.023020842,0.014,2.8,41.15633368,,,,,
OHK,Offshore_Hake,5,1550.432588,4108.646359,645.1349999,0.645135,0.000645135,1.422277523,0.014,2.8,46.29603251,,,,,
OHK,Offshore_Hake,6,1976.435953,5237.555275,822.395,0.822395,0.000822395,1.813068465,0.014,2.8,50.48906113,,,,,
OHK,Offshore_Hake,7,2275.666907,6030.517304,946.905,0.946905,0.000946905,2.087565701,0.014,2.8,53.09623234,,,,,
OHK,Offshore_Hake,8,2451.333814,6496.034608,1020,1.02,0.00102,2.2487124,0.014,2.8,54.52519048,,,,,
OHK,Offshore_Hake,9,2643.59529,7005.527518,1100,1.1,0.0011,2.425082,0.014,2.8,56.01557565,,,,,
OHK,Offshore_Hake,10,3076.18361,8151.886566,1280,1.28,0.00128,2.8219136,0.014,2.8,59.13096634,,,,,
OPT,Ocean_Pout,1,127.5414564,337.9848595,53.07000001,0.05307,0.0000531,0.116999183,0.0025,3.1,24.87580377,,,,,
OPT,Ocean_Pout,2,347.4885845,920.8447489,144.59,0.14459,0.00014459,0.318766006,0.0025,3.1,34.37106456,,,,,
OPT,Ocean_Pout,3,732.4200913,1940.913242,304.76,0.30476,0.00030476,0.671879991,0.0025,3.1,43.7170606,,,,,
OPT,Ocean_Pout,4,1115.200673,2955.281782,464.035,0.464035,0.000464035,1.023020842,0.0025,3.1,50.06703216,,,,,
OPT,Ocean_Pout,5,1550.432588,4108.646359,645.1349999,0.645135,0.000645135,1.422277523,0.0025,3.1,55.6817781,,,,,
OPT,Ocean_Pout,6,1976.435953,5237.555275,822.395,0.822395,0.000822395,1.813068465,0.0025,3.1,60.21750074,,,,,
OPT,Ocean_Pout,7,2275.666907,6030.517304,946.905,0.946905,0.000946905,2.087565701,0.0025,3.1,63.01922132,,,,,
OPT,Ocean_Pout,8,2451.333814,6496.034608,1020,1.02,0.00102,2.2487124,0.0025,3.1,64.54912733,,,,,
OPT,Ocean_Pout,9,2643.59529,7005.527518,1100,1.1,0.0011,2.425082,0.0025,3.1,66.14067234,,,,,
OPT,Ocean_Pout,10,3076.18361,8151.886566,1280,1.28,0.00128,2.8219136,0.0025,3.1,69.45443575,,,,,
PIN,Pinniped,1,9202.477013,24386.56408,3829.150685,3.829150685,0.003829151,8.441822183,0.035,2.9,54.65099501,,,,,
PIN,Pinniped,2,68782.88609,182274.6482,28620.5589,28.6205589,0.028620559,63.09745657,0.035,2.9,109.3530894,,,,,
PIN,Pinniped,3,123834.1152,328160.4053,51527.37533,51.52737533,0.051527375,113.5982822,0.035,2.9,133.9325689,,,,,
PIN,Pinniped,4,155824.3573,412934.5468,64838.51507,64.83851507,0.064838515,142.9442871,0.035,2.9,144.9767238,,,,,
PIN,Pinniped,5,171800.3378,455270.8951,71486.12056,71.48612056,0.071486121,157.5997311,0.035,2.9,149.9391566,,,,,
PIN,Pinniped,6,179314.6932,475183.9369,74612.84384,74.61284384,0.074612844,164.4929678,0.035,2.9,152.1689526,,,,,
PIN,Pinniped,7,182759.9925,484313.9801,76046.43288,76.04643288,0.076046433,167.6534869,0.035,2.9,153.1708558,,,,,
PIN,Pinniped,8,184322.0116,488453.3308,76696.38903,76.69638903,0.076696389,169.0863932,0.035,2.9,153.6210205,,,,,
PIN,Pinniped,9,185026.8343,490321.1109,76989.66575,76.98966575,0.076989666,169.7329569,0.035,2.9,153.8233281,,,,,
PIN,Pinniped,10,185344.3423,491162.507,77121.78083,77.12178083,0.077121781,170.0242205,0.035,2.9,153.9142985,,,,,
PLA,Plaice,1,476.0273973,1261.472603,198.075,0.198075,0.000198075,0.436680107,0.0124,3.2,20.58566939,,,,,
PLA,Plaice,2,1129.488104,2993.143474,469.9800001,0.46998,0.00046998,1.036127308,0.0124,3.2,26.9668692,,,,,
PLA,Plaice,3,1548.906513,4104.60226,644.5000001,0.6445,0.0006445,1.42087759,0.0124,3.2,29.76376634,,,,,
PLA,Plaice,4,2095.457822,5552.96323,871.9199997,0.87192,0.00087192,1.92225227,0.0124,3.2,32.71181739,,,,,
PLA,Plaice,5,2636.890171,6987.758953,1097.21,1.09721,0.00109721,2.418931111,0.0124,3.2,35.14764834,,,,,
PLA,Plaice,6,2919.850997,7737.605143,1214.95,1.21495,0.00121495,2.678503069,0.0124,3.2,36.28525881,,,,,
PLA,Plaice,7,3445.56597,9130.749819,1433.7,1.4337,0.0014337,3.160763694,0.0124,3.2,38.21192684,,,,,
PLA,Plaice,8,3970.920452,10522.9392,1652.3,1.6523,0.0016523,3.642693626,0.0124,3.2,39.94463946,,,,,
PLA,Plaice,9,4109.589041,10890.41096,1710,1.71,0.00171,3.7699002,0.0124,3.2,40.3754158,,,,,
PLA,Plaice,10,4373.94857,11590.96371,1820,1.82,0.00182,4.0124084,0.0124,3.2,41.16973126,,,,,
POL,Pollock,1,127.5414564,337.9848595,53.07000001,0.05307,0.0000531,0.116999183,0.015,3,15.23769499,,,,,
POL,Pollock,2,347.4885845,920.8447489,144.59,0.14459,0.00014459,0.318766006,0.015,3,21.28215815,,,,,
POL,Pollock,3,732.4200913,1940.913242,304.76,0.30476,0.00030476,0.671879991,0.015,3,27.28698603,,,,,
POL,Pollock,4,1115.200673,2955.281782,464.035,0.464035,0.000464035,1.023020842,0.015,3,31.39206078,,,,,
POL,Pollock,5,1550.432588,4108.646359,645.1349999,0.645135,0.000645135,1.422277523,0.015,3,35.03642466,,,,,
POL,Pollock,6,1976.435953,5237.555275,822.395,0.822395,0.000822395,1.813068465,0.015,3,37.98945537,,,,,
POL,Pollock,7,2275.666907,6030.517304,946.905,0.946905,0.000946905,2.087565701,0.015,3,39.81729171,,,,,
POL,Pollock,8,2451.333814,6496.034608,1020,1.02,0.00102,2.2487124,0.015,3,40.81655102,,,,,
POL,Pollock,9,2643.59529,7005.527518,1100,1.1,0.0011,2.425082,0.015,3,41.85690786,,,,,
POL,Pollock,10,3076.18361,8151.886566,1280,1.28,0.00128,2.8219136,0.015,3,44.02569665,,,,,
POR,Porbeagle_Shark,1,1355.00938,3590.52486,563.819403,0.563819403,0.000563819,1.243007532,0.0054,3,47.08856104,,,,,
POR,Porbeagle_Shark,2,9019.28204,23901.1974,3752.923257,3.752923257,0.003752923,8.273769671,0.0054,3,88.57788534,,,,,
POR,Porbeagle_Shark,3,20847.3854,55245.1214,8674.597065,8.674597065,0.008674597,19.12419018,0.0054,3,117.1166165,,,,,
POR,Porbeagle_Shark,4,32899.0593,87183.5571,13689.29857,13.68929857,0.013689299,30.17970142,0.0054,3,136.3523033,,,,,
POR,Porbeagle_Shark,5,43204.5378,114492.325,17977.40818,17.97740818,0.017977408,39.63335362,0.0054,3,149.3176363,,,,,
POR,Porbeagle_Shark,6,51223.1927,135742.561,21313.97048,21.31397048,0.02131397,46.98920561,0.0054,3,158.0363049,,,,,
POR,Porbeagle_Shark,7,57132.7029,151401.763,23772.91768,23.77291768,0.023772918,52.41024977,0.0054,3,163.8939449,,,,,
POR,Porbeagle_Shark,8,61342.9118,162558.266,25524.7856,25.5247856,0.025524786,56.27245283,0.0054,3,167.8247907,,,,,
POR,Porbeagle_Shark,9,64280.7821,170344.273,26747.23343,26.74723343,0.026747233,58.96748577,0.0054,3,170.46231,,,,,
POR,Porbeagle_Shark,10,66302.7108,175702.084,27588.55796,27.58855796,0.027588558,60.82228666,0.0054,3,172.2311681,,,,,
PSH,Pelagic_Shark,1,1355.00938,3590.52486,563.819403,0.563819403,0.000563819,1.243007532,0.00524,3.141,39.99232685,,,,,
PSH,Pelagic_Shark,2,9019.28204,23901.1974,3752.923257,3.752923257,0.003752923,8.273769671,0.00524,3.141,73.12540046,,,,,
PSH,Pelagic_Shark,3,20847.3854,55245.1214,8674.597065,8.674597065,0.008674597,19.12419018,0.00524,3.141,95.48091994,,,,,
PSH,Pelagic_Shark,4,32899.0593,87183.5571,13689.29857,13.68929857,0.013689299,30.17970142,0.00524,3.141,110.4068024,,,,,
PSH,Pelagic_Shark,5,43204.5378,114492.325,17977.40818,17.97740818,0.017977408,39.63335362,0.00524,3.141,120.4130632,,,,,
PSH,Pelagic_Shark,6,51223.1927,135742.561,21313.97048,21.31397048,0.02131397,46.98920561,0.00524,3.141,127.1197449,,,,,
PSH,Pelagic_Shark,7,57132.7029,151401.763,23772.91768,23.77291768,0.023772918,52.41024977,0.00524,3.141,131.6162519,,,,,
PSH,Pelagic_Shark,8,61342.9118,162558.266,25524.7856,25.5247856,0.025524786,56.27245283,0.00524,3.141,134.6296327,,,,,
PSH,Pelagic_Shark,9,64280.7821,170344.273,26747.23343,26.74723343,0.026747233,58.96748577,0.00524,3.141,136.649771,,,,,
PSH,Pelagic_Shark,10,66302.7108,175702.084,27588.55796,27.58855796,0.027588558,60.82228666,0.00524,3.141,138.0037941,,,,,
RED,Redfish,1,127.5414564,337.9848595,53.07000001,0.05307,0.0000531,0.116999183,0.006,3.1,18.75548653,,,,,
RED,Redfish,2,347.4885845,920.8447489,144.59,0.14459,0.00014459,0.318766006,0.006,3.1,25.91458127,,,,,
RED,Redfish,3,732.4200913,1940.913242,304.76,0.30476,0.00030476,0.671879991,0.006,3.1,32.96113561,,,,,
RED,Redfish,4,1115.200673,2955.281782,464.035,0.464035,0.000464035,1.023020842,0.006,3.1,37.74879221,,,,,
RED,Redfish,5,1550.432588,4108.646359,645.1349999,0.645135,0.000645135,1.422277523,0.006,3.1,41.98211438,,,,,
RED,Redfish,6,1976.435953,5237.555275,822.395,0.822395,0.000822395,1.813068465,0.006,3.1,45.40189072,,,,,
RED,Redfish,7,2275.666907,6030.517304,946.905,0.946905,0.000946905,2.087565701,0.006,3.1,47.5142901,,,,,
RED,Redfish,8,2451.333814,6496.034608,1020,1.02,0.00102,2.2487124,0.006,3.1,48.66778576,,,,,
RED,Redfish,9,2643.59529,7005.527518,1100,1.1,0.0011,2.425082,0.006,3.1,49.86775507,,,,,
RED,Redfish,10,3076.18361,8151.886566,1280,1.28,0.00128,2.8219136,0.006,3.1,52.36621684,,,,,
REP,Turtle,1,1466,5263,610.0026,0.6100026,0.000610003,1.344823932,0.00396,3.004,53.32239167,,,,,
REP,Turtle,2,12000,32000,4993.2,4.9932,0.0049932,11.00810858,0.00396,3.004,107.3627072,,,,,
REP,Turtle,3,23420.52918,62064.40233,9745.282192,9.745282192,0.009745282,21.48464403,0.00396,3.004,134.1311675,,,,,
REP,Turtle,4,31200,83000,12982.32,12.98232,0.01298232,28.62108232,0.00396,3.004,147.5685182,,,,,
REP,Turtle,5,40855,109000,16999.7655,16.9997655,0.016999766,37.47802302,0.00396,3.004,161.4254301,,,,,
REP,Turtle,6,48000,127000,19972.8,19.9728,0.0199728,44.03243434,0.00396,3.004,170.3228407,,,,,
REP,Turtle,7,60000,160000,24966,24.966,0.024966,55.04054292,0.00396,3.004,183.4565473,,,,,
REP,Turtle,8,72000,191000,29959.2,29.9592,0.0299592,66.0486515,0.00396,3.004,194.9358965,,,,,
REP,Turtle,9,84000,223000,34952.4,34.9524,0.0349524,77.05676009,0.00396,3.004,205.2001631,,,,,
REP,Turtle,10,100000,265000,41610,41.61,0.04161,91.7342382,0.00396,3.004,217.4624772,,,,,
RHK,Red_Hake,1,127.5414564,337.9848595,53.07000001,0.05307,0.0000531,0.116999183,0.013,3,15.98215157,,,,,
RHK,Red_Hake,2,347.4885845,920.8447489,144.59,0.14459,0.00014459,0.318766006,0.013,3,22.32192451,,,,,
RHK,Red_Hake,3,732.4200913,1940.913242,304.76,0.30476,0.00030476,0.671879991,0.013,3,28.62012574,,,,,
RHK,Red_Hake,4,1115.200673,2955.281782,464.035,0.464035,0.000464035,1.023020842,0.013,3,32.92575903,,,,,
RHK,Red_Hake,5,1550.432588,4108.646359,645.1349999,0.645135,0.000645135,1.422277523,0.013,3,36.74817285,,,,,
RHK,Red_Hake,6,1976.435953,5237.555275,822.395,0.822395,0.000822395,1.813068465,0.013,3,39.84547756,,,,,
RHK,Red_Hake,7,2275.666907,6030.517304,946.905,0.946905,0.000946905,2.087565701,0.013,3,41.76261512,,,,,
RHK,Red_Hake,8,2451.333814,6496.034608,1020,1.02,0.00102,2.2487124,0.013,3,42.81069449,,,,,
RHK,Red_Hake,9,2643.59529,7005.527518,1100,1.1,0.0011,2.425082,0.013,3,43.90187926,,,,,
RHK,Red_Hake,10,3076.18361,8151.886566,1280,1.28,0.00128,2.8219136,0.013,3,46.17662693,,,,,
RWH,Right_Whale,1,1513105530,4009729654,629603211,629603.211,629.603211,1388035.831,0.2,3,1465.589392,,,,,
RWH,Right_Whale,2,1762470683,4670547309,733364051.2,733364.0512,733.3640512,1616789.055,0.2,3,1542.0432,,,,,
RWH,Right_Whale,3,1772157205,4696216593,737394613,737394.613,737.394613,1625674.912,0.2,3,1544.863059,,,,,
RWH,Right_Whale,4,1772515152,4697165152,737543554.7,737543.5547,737.5435547,1626003.272,0.2,3,1544.967064,,,,,
RWH,Right_Whale,5,1772528355,4697200141,737549048.5,737549.0485,737.5490485,1626015.383,0.2,3,1544.9709,,,,,
RWH,Right_Whale,6,1772528841,4697201430,737549250.7,737549.2507,737.5492507,1626015.829,0.2,3,1544.971041,,,,,
RWH,Right_Whale,7,1772528859,4697201478,737549258.2,737549.2582,737.5492582,1626015.846,0.2,3,1544.971047,,,,,
RWH,Right_Whale,8,1772528860,4697201480,737549258.6,737549.2586,737.5492586,1626015.847,0.2,3,1544.971047,,,,,
RWH,Right_Whale,9,1772528862,4697201484,737549259.5,737549.2595,737.5492595,1626015.848,0.2,3,1544.971047,,,,,
RWH,Right_Whale,10,1772528862,4697201485,737549259.5,737549.2595,737.5492595,1626015.848,0.2,3,1544.971047,,,,,
SAL,Atlantic_Salmon,1,127.5414564,337.9848595,53.07000001,0.05307,0.0000531,0.116999183,0.0135,3,15.78235373,,,,,
SAL,Atlantic_Salmon,2,347.4885845,920.8447489,144.59,0.14459,0.00014459,0.318766006,0.0135,3,22.0428712,,,,,
SAL,Atlantic_Salmon,3,732.4200913,1940.913242,304.76,0.30476,0.00030476,0.671879991,0.0135,3,28.26233666,,,,,
SAL,Atlantic_Salmon,4,1115.200673,2955.281782,464.035,0.464035,0.000464035,1.023020842,0.0135,3,32.51414389,,,,,
SAL,Atlantic_Salmon,5,1550.432588,4108.646359,645.1349999,0.645135,0.000645135,1.422277523,0.0135,3,36.28877253,,,,,
SAL,Atlantic_Salmon,6,1976.435953,5237.555275,822.395,0.822395,0.000822395,1.813068465,0.0135,3,39.34735687,,,,,
SAL,Atlantic_Salmon,7,2275.666907,6030.517304,946.905,0.946905,0.000946905,2.087565701,0.0135,3,41.2405277,,,,,
SAL,Atlantic_Salmon,8,2451.333814,6496.034608,1020,1.02,0.00102,2.2487124,0.0135,3,42.2755047,,,,,
SAL,Atlantic_Salmon,9,2643.59529,7005.527518,1100,1.1,0.0011,2.425082,0.0135,3,43.35304823,,,,,
SAL,Atlantic_Salmon,10,3076.18361,8151.886566,1280,1.28,0.00128,2.8219136,0.0135,3,45.59935858,,,,,
SB,Seabird,1,11007.69375,29170.38844,4580.301369,4.580301369,0.004580301,10.097824,0.02,3,61.18167361,,,,,
SB,Seabird,2,23420.52918,62064.40233,9745.282192,9.745282192,0.009745282,21.48464403,0.02,3,78.69034957,,,,,
SB,Seabird,3,26457.49672,70112.3663,11008.96439,11.00896439,0.011008964,24.27058306,0.02,3,81.95437772,,,,,
SB,Seabird,4,27051.97973,71687.74629,11256.32877,11.25632877,0.011256329,24.81592752,0.02,3,82.56365767,,,,,
SB,Seabird,5,27162.31938,71980.14637,11302.24109,11.30224109,0.011302241,24.91714676,0.02,3,82.67575898,,,,,
SB,Seabird,6,27182.58585,72033.85251,11310.67397,11.31067397,0.011310674,24.93573805,0.02,3,82.696316,,,,,
SB,Seabird,7,27187.08951,72045.7872,11312.54795,11.31254795,0.011312548,24.93986945,0.02,3,82.70088284,,,,,
SB,Seabird,8,27187.84012,72047.77632,11312.86027,11.31286027,0.01131286,24.94055802,0.02,3,82.70164393,,,,,
SB,Seabird,9,27188.59073,72049.76543,11313.1726,11.3131726,0.011313173,24.94124658,0.02,3,82.70240501,,,,,
SB,Seabird,10,27189.34134,72051.75455,11313.48493,11.31348493,0.011313485,24.94193515,0.02,3,82.70316607,,,,,
SCU,Scup,1,127.5414564,337.9848595,53.07000001,0.05307,0.0000531,0.116999183,0.015,3.1,13.95598808,,,,,
SCU,Scup,2,347.4885845,920.8447489,144.59,0.14459,0.00014459,0.318766006,0.015,3.1,19.28308214,,,,,
SCU,Scup,3,732.4200913,1940.913242,304.76,0.30476,0.00030476,0.671879991,0.015,3.1,24.5264347,,,,,
SCU,Scup,4,1115.200673,2955.281782,464.035,0.464035,0.000464035,1.023020842,0.015,3.1,28.08893777,,,,,
SCU,Scup,5,1550.432588,4108.646359,645.1349999,0.645135,0.000645135,1.422277523,0.015,3.1,31.2389597,,,,,
SCU,Scup,6,1976.435953,5237.555275,822.395,0.822395,0.000822395,1.813068465,0.015,3.1,33.78362084,,,,,
SCU,Scup,7,2275.666907,6030.517304,946.905,0.946905,0.000946905,2.087565701,0.015,3.1,35.35546066,,,,,
SCU,Scup,8,2451.333814,6496.034608,1020,1.02,0.00102,2.2487124,0.015,3.1,36.21377866,,,,,
SCU,Scup,9,2643.59529,7005.527518,1100,1.1,0.0011,2.425082,0.015,3.1,37.10667778,,,,,
SCU,Scup,10,3076.18361,8151.886566,1280,1.28,0.00128,2.8219136,0.015,3.1,38.96578726,,,,,
SDF,Atlantic_States_Demersals,1,127.5414564,337.9848595,53.07000001,0.05307,0.0000531,0.116999183,0.012,3.1,14.99760408,,,,,
SDF,Atlantic_States_Demersals,2,347.4885845,920.8447489,144.59,0.14459,0.00014459,0.318766006,0.012,3.1,20.72228993,,,,,
SDF,Atlantic_States_Demersals,3,732.4200913,1940.913242,304.76,0.30476,0.00030476,0.671879991,0.012,3.1,26.35698417,,,,,
SDF,Atlantic_States_Demersals,4,1115.200673,2955.281782,464.035,0.464035,0.000464035,1.023020842,0.012,3.1,30.18537743,,,,,
SDF,Atlantic_States_Demersals,5,1550.432588,4108.646359,645.1349999,0.645135,0.000645135,1.422277523,0.012,3.1,33.57050369,,,,,
SDF,Atlantic_States_Demersals,6,1976.435953,5237.555275,822.395,0.822395,0.000822395,1.813068465,0.012,3.1,36.30508758,,,,,
SDF,Atlantic_States_Demersals,7,2275.666907,6030.517304,946.905,0.946905,0.000946905,2.087565701,0.012,3.1,37.99424289,,,,,
SDF,Atlantic_States_Demersals,8,2451.333814,6496.034608,1020,1.02,0.00102,2.2487124,0.012,3.1,38.91662211,,,,,
SDF,Atlantic_States_Demersals,9,2643.59529,7005.527518,1100,1.1,0.0011,2.425082,0.012,3.1,39.87616345,,,,,
SDF,Atlantic_States_Demersals,10,3076.18361,8151.886566,1280,1.28,0.00128,2.8219136,0.012,3.1,41.87402901,,,,,
SHK,Silver_Hake,1,10.71857726,28.40422975,4.459999998,0.00446,0.00000446,0.009832605,0.013,2.8,8.044461296,,,,,
SHK,Silver_Hake,2,101.2496996,268.311704,42.13,0.04213,0.0000421,0.092880641,0.013,2.8,17.93919271,,,,,
SHK,Silver_Hake,3,233.9101178,619.8618121,97.33000002,0.09733,0.0000973,0.214575665,0.013,2.8,24.19244573,,,,,
SHK,Silver_Hake,4,444.0038452,1176.61019,184.75,0.18475,0.00018475,0.407303545,0.013,2.8,30.41487986,,,,,
SHK,Silver_Hake,5,826.5801494,2190.437396,343.9400002,0.34394,0.00034394,0.758257003,0.013,2.8,37.97329943,,,,,
SHK,Silver_Hake,6,1622.446527,4299.483297,675.0999999,0.6751,0.0006751,1.488338962,0.013,2.8,48.31480932,,,,,
SHK,Silver_Hake,7,2838.956982,7523.236002,1181.29,1.18129,0.00118129,2.60429556,0.013,2.8,59.00133635,,,,,
SHK,Silver_Hake,8,3436.673877,9107.185773,1430,1.43,0.00143,3.1526066,0.013,2.8,63.16803795,,,,,
SHK,Silver_Hake,9,3845.229512,10189.85821,1600,1.6,0.0016,3.527392,0.013,2.8,65.75370443,,,,,
SHK,Silver_Hake,10,4325.883201,11463.59048,1800,1.8,0.0018,3.968316,0.013,2.8,68.57865814,,,,,
SMO,Smooth_Dogfish,1,819.6659786,2172.114843,341.0630137,0.341063014,0.000341063,0.751914341,0.0036,3,45.5873179,,,,,
SMO,Smooth_Dogfish,2,3110.527303,8242.897354,1294.290411,1.294290411,0.00129429,2.853418525,0.0036,3,71.10657235,,,,,
SMO,Smooth_Dogfish,3,5086.883093,13480.2402,2116.652055,2.116652055,0.002116652,4.666413453,0.0036,3,83.77523548,,,,,
SMO,Smooth_Dogfish,4,6322.386939,16754.32539,2630.745205,2.630745205,0.002630745,5.799793495,0.0036,3,90.07247483,,,,,
SMO,Smooth_Dogfish,5,7003.190092,18558.45374,2914.027397,2.914027397,0.002914027,6.424323081,0.0036,3,93.19595077,,,,,
SMO,Smooth_Dogfish,6,7359.72978,19503.28392,3062.383561,3.062383561,0.003062384,6.751392047,0.0036,3,94.75141289,,,,,
SMO,Smooth_Dogfish,7,7506.098705,19891.16157,3123.287671,3.123287671,0.003123288,6.885662466,0.0036,3,95.37542701,,,,,
SMO,Smooth_Dogfish,8,7633.702383,20229.31132,3176.383562,3.176383562,0.003176384,7.002718728,0.0036,3,95.91285375,,,,,
SMO,Smooth_Dogfish,9,7678.738975,20348.65828,3195.123287,3.195123287,0.003195123,7.044032702,0.0036,3,96.10110321,,,,,
SMO,Smooth_Dogfish,10,7701.257272,20408.33177,3204.493151,3.204493151,0.003204493,7.06468969,0.0036,3,96.19495201,,,,,
SSH,Sandbar_Shark,1,819.6659786,2172.114843,341.0630137,0.341063014,0.000341063,0.751914341,0.0043,3.1,38.05753889,,,,,
SSH,Sandbar_Shark,2,3110.527303,8242.897354,1294.290411,1.294290411,0.00129429,2.853418525,0.0043,3.1,58.51651814,,,,,
SSH,Sandbar_Shark,3,5086.883093,13480.2402,2116.652055,2.116652055,0.002116652,4.666413453,0.0043,3.1,68.57841207,,,,,
SSH,Sandbar_Shark,4,6322.386939,16754.32539,2630.745205,2.630745205,0.002630745,5.799793495,0.0043,3.1,73.56114731,,,,,
SSH,Sandbar_Shark,5,7003.190092,18558.45374,2914.027397,2.914027397,0.002914027,6.424323081,0.0043,3.1,76.02840209,,,,,
SSH,Sandbar_Shark,6,7359.72978,19503.28392,3062.383561,3.062383561,0.003062384,6.751392047,0.0043,3.1,77.25607186,,,,,
SSH,Sandbar_Shark,7,7506.098705,19891.16157,3123.287671,3.123287671,0.003123288,6.885662466,0.0043,3.1,77.74840024,,,,,
SSH,Sandbar_Shark,8,7633.702383,20229.31132,3176.383562,3.176383562,0.003176384,7.002718728,0.0043,3.1,78.17233049,,,,,
SSH,Sandbar_Shark,9,7678.738975,20348.65828,3195.123287,3.195123287,0.003195123,7.044032702,0.0043,3.1,78.32080633,,,,,
SSH,Sandbar_Shark,10,7701.257272,20408.33177,3204.493151,3.204493151,0.003204493,7.06468969,0.0043,3.1,78.39482312,,,,,
STB,Striped_Bass,1,127.5414564,337.9848595,53.07000001,0.05307,0.0000531,0.116999183,0.0122,2.9,17.97427856,,,,,
STB,Striped_Bass,2,347.4885845,920.8447489,144.59,0.14459,0.00014459,0.318766006,0.0122,2.9,25.39517335,,,,,
STB,Striped_Bass,3,732.4200913,1940.913242,304.76,0.30476,0.00030476,0.671879991,0.0122,2.9,32.84075627,,,,,
STB,Striped_Bass,4,1115.200673,2955.281782,464.035,0.464035,0.000464035,1.023020842,0.0122,2.9,37.96436806,,,,,
STB,Striped_Bass,5,1550.432588,4108.646359,645.1349999,0.645135,0.000645135,1.422277523,0.0122,2.9,42.53250447,,,,,
STB,Striped_Bass,6,1976.435953,5237.555275,822.395,0.822395,0.000822395,1.813068465,0.0122,2.9,46.24620282,,,,,
STB,Striped_Bass,7,2275.666907,6030.517304,946.905,0.946905,0.000946905,2.087565701,0.0122,2.9,48.54991519,,,,,
STB,Striped_Bass,8,2451.333814,6496.034608,1020,1.02,0.00102,2.2487124,0.0122,2.9,49.81088472,,,,,
STB,Striped_Bass,9,2643.59529,7005.527518,1100,1.1,0.0011,2.425082,0.0122,2.9,51.12484671,,,,,
STB,Striped_Bass,10,3076.18361,8151.886566,1280,1.28,0.00128,2.8219136,0.0122,2.9,53.86760094,,,,,
SUF,Summerflounder,1,476.0273973,1261.472603,198.075,0.198075,0.000198075,0.436680107,0.012,3.05,24.14546353,,,,,
SUF,Summerflounder,2,1129.488104,2993.143474,469.9800001,0.46998,0.00046998,1.036127308,0.012,3.05,32.05296724,,,,,
SUF,Summerflounder,3,1548.906513,4104.60226,644.5000001,0.6445,0.0006445,1.42087759,0.012,3.05,35.54948686,,,,,
SUF,Summerflounder,4,2095.457822,5552.96323,871.9199997,0.87192,0.00087192,1.92225227,0.012,3.05,39.25250179,,,,,
SUF,Summerflounder,5,2636.890171,6987.758953,1097.21,1.09721,0.00109721,2.418931111,0.012,3.05,42.32460897,,,,,
SUF,Summerflounder,6,2919.850997,7737.605143,1214.95,1.21495,0.00121495,2.678503069,0.012,3.05,43.7630181,,,,,
SUF,Summerflounder,7,3445.56597,9130.749819,1433.7,1.4337,0.0014337,3.160763694,0.012,3.05,46.20415121,,,,,
SUF,Summerflounder,8,3970.920452,10522.9392,1652.3,1.6523,0.0016523,3.642693626,0.012,3.05,48.40472491,,,,,
SUF,Summerflounder,9,4109.589041,10890.41096,1710,1.71,0.00171,3.7699002,0.012,3.05,48.95255515,,,,,
SUF,Summerflounder,10,4373.94857,11590.96371,1820,1.82,0.00182,4.0124084,0.012,3.05,49.96345996,,,,,
SWH,Small_Whale,1,8511146.557,22554538.37,3541488.082,3541.488082,3.541488082,7807.635456,0.01,3,707.5035037,,,,,
SWH,Small_Whale,2,9222421.467,24439416.89,3837449.572,3837.449572,3.837449572,8460.118076,0.01,3,726.6872836,,,,,
SWH,Small_Whale,3,9235805.592,24474884.82,3843018.707,3843.018707,3.843018707,8472.395901,0.01,3,727.0386509,,,,,
SWH,Small_Whale,4,9236050.291,24475533.27,3843120.526,3843.120526,3.843120526,8472.620374,0.01,3,727.0450717,,,,,
SWH,Small_Whale,5,9236054.795,24475545.21,3843122.4,3843.1224,3.8431224,8472.624506,0.01,3,727.0451899,,,,,
SWH,Small_Whale,6,9236055.545,24475547.19,3843122.712,3843.122712,3.843122712,8472.625194,0.01,3,727.0452096,,,,,
SWH,Small_Whale,7,9236056.296,24475549.18,3843123.025,3843.123025,3.843123025,8472.625883,0.01,3,727.0452293,,,,,
SWH,Small_Whale,8,9236057.046,24475551.17,3843123.337,3843.123337,3.843123337,8472.626571,0.01,3,727.045249,,,,,
SWH,Small_Whale,9,9236057.797,24475553.16,3843123.649,3843.123649,3.843123649,8472.62726,0.01,3,727.0452687,,,,,
SWH,Small_Whale,10,9236059.298,24475557.14,3843124.274,3843.124274,3.843124274,8472.628637,0.01,3,727.0453081,,,,,
TAU,Tautog,1,127.5414564,337.9848595,53.07000001,0.05307,0.0000531,0.116999183,0.015,3,15.23769499,,,,,
TAU,Tautog,2,347.4885845,920.8447489,144.59,0.14459,0.00014459,0.318766006,0.015,3,21.28215815,,,,,
TAU,Tautog,3,732.4200913,1940.913242,304.76,0.30476,0.00030476,0.671879991,0.015,3,27.28698603,,,,,
