"time" "MAK" "HER" "WHK" "BLF" "WPF" "SUF" "WIF" "WTF" "FOU" "HAL" "PLA" "FLA" "BFT" "TUN" "BIL" "MPF" "BUT" "BPF" "ANC" "GOO" "MEN" "FDE" "COD" "SHK" "OHK" "POL" "RHK" "BSB" "SCU" "TYL" "RED" "OPT" "SAL" "DRM" "STB" "TAU" "WOL" "SDF" "FDF" "HAD" "YTF" "DOG" "SMO" "SSH" "DSH" "BLS" "POR" "PSH" "WSK" "LSK" "SK" "SB" "PIN" "RWH" "BWH" "SWH" "TWH" "INV" "LSQ" "ISQ" "SCA" "QHG" "CLA" "BFF" "BG" "LOB" "BMS" "NSH" "OSH" "ZL" "BD" "MA" "MB" "SG" "BC" "ZG" "PL" "DF" "PS" "ZM" "ZS" "PB" "BB" "BO" "DL" "DR" "DC" "DIN" "PelDemRatio" "PiscivPlankRatio" "DivCount" "InfEpiRatio" "BSSslope" "HabitCover"
10293 936967.866992 1523986.422859 56997.652332 93845.005193 6928.734136 162992.145337 44636.621097 36321.631582 10417.891132 73477.282853 43030.208654 2907.215888 38430.838565 460764.564431 259182.948885 1832.46834 94153.672652 306286.861709 488183.507498 192464.395779 4619002.50714 88819.696416 162575.62574 1147924.480917 9720.014781 115421.513323 142739.362352 42788.429285 310541.260891 6776.963919 126521.558696 14789.8828 4367.87004 358761.520145 168382.673502 1354.512733 7155.83016 1414107.830996 215230.51951 275353.669325 19297.489548 542974.796423 172707.075636 17699.814988 1749190.847397 2912.733384 10009.919312 143613.969151 779058.459633 280013.51148 199826.979417 6639.989063 1079.954671 7363.879553 15218.074348 12740.272772 7364.009474 1042.731387 42715.291334 10465.470349 155041.028024 3779770.197265 6171355.935594 13662838.144985 7387258.375414 320834.877861 1670491.388919 25869.787184 58020.552412 424411.203802 4660529.213426 0.000301 0.104793 0.000301 6498540.840766 386580.704942 4591224.539542 1166562.996227 3004667.3241 3632503.705122 2279471.039478 24524.64183 62129.827857 75364515.843167 77527.305194 3011810.242525 0 1885094392.32644 0.405484 13.206358 61.545455 2.334845 344.595184 1.367055
10366 954593.798675 1613513.881812 57169.444418 93879.915784 6728.152536 166288.280282 45755.927264 35430.845135 10853.380497 76215.428823 36742.040422 2985.870688 42937.995521 476850.557166 294637.370595 1950.275494 66786.107616 202241.022906 364822.240468 210422.584812 4720244.999933 94642.347237 164671.268456 1189567.746355 10093.186997 121309.49417 146024.798343 43619.05474 317708.098064 6755.478545 104838.304869 10515.035417 4496.535703 367299.68183 169973.421995 1322.909803 7600.501466 1514705.946387 228185.032503 288160.055702 19946.268493 546037.850329 176551.14559 18221.424763 1794809.073622 2912.733384 10009.919312 143613.969151 752971.080188 285809.514076 204014.56943 6528.563087 1079.960279 8168.256965 16733.726922 12807.582052 7403.694738 1103.536453 36330.507328 8905.927479 153425.590224 3778122.981601 6171264.65515 13658350.451606 7366031.884018 320395.838856 1675201.480468 20007.784564 44573.136511 441637.451502 4663182.282318 0.000301 0.105609 0.000301 6500829.641239 384611.487858 4793691.729578 1156083.13363 3759181.322654 3561803.028556 2437502.636559 34532.743007 58464.176542 75439884.289789 110845.836689 2441617.536511 0 1886444266.26347 0.441917 4.832095 67.454545 2.337422 387.367055 1.366837
10439 966297.456785 1746222.347368 50156.166812 83552.726272 5872.238896 175735.466657 48184.666062 36135.213633 9523.06433 68188.231924 35418.315798 2618.875212 36436.087601 439185.699259 257202.366973 1374.958698 73951.853122 233961.77131 410757.825209 232025.981149 4849596.793491 102891.399672 167456.905225 1013650.183234 7985.129747 127533.788005 117083.41036 38042.496654 256646.291642 5834.847504 106761.410447 11058.237398 4639.483968 307698.988261 158421.5954 953.166823 8094.355071 1653048.742017 242932.453366 301906.770645 21401.751829 478566.532691 151537.848683 15088.772673 1501462.045917 2966.77751 10076.573276 160959.236956 671309.215354 244869.718648 180011.011665 6523.881933 1049.148277 8031.99888 16526.743964 12807.147034 7403.190327 1173.293979 29696.991539 7282.663649 153378.287617 3775549.625586 6164784.212207 13653361.651575 7361548.159385 321279.117556 1687145.70817 15863.292932 37020.770902 451242.698786 4668042.499982 0.000301 0.107416 0.000301 6503492.225313 381887.466032 3092771.825604 1003265.88873 4256391.282308 3538068.229901 3299380.360322 50942.342886 55110.485096 75594495.197888 150072.874444 2976939.399315 0 1895394039.84939 0.482099 5.125639 69.772727 2.343384 414.719481 1.366462
10512 990262.901763 1508810.976244 50193.62619 96675.458414 6012.215224 155940.508937 49774.253863 34946.945812 9423.930773 66526.02703 36550.306088 2687.707983 34178.268936 419662.860458 235834.222998 1542.448666 82459.5177 265220.846217 454642.801704 198294.810695 4520682.691026 112924.843625 171595.844593 1091779.610044 8658.143546 134876.898918 122353.489732 41531.906178 279546.901612 5986.623345 108537.60339 11678.105613 3957.323754 339495.67394 166204.753672 992.148493 8675.138119 1817831.660067 260465.319597 318152.063217 22814.902901 495275.024252 161705.15187 16408.285039 1610515.09521 2931.3577 9685.218873 143949.788961 700953.074457 256285.634923 185454.802237 6707.20324 1047.525369 7840.146972 16249.305177 12682.310811 7331.849468 1255.156217 24270.966933 5907.202965 154173.416633 3773602.669704 6158244.24021 13648685.989852 7389703.836368 323168.471245 1703497.36579 12844.080566 33204.666959 464757.26856 4672777.487661 0.000301 0.107979 0.000301 6506509.677094 378411.841462 4732460.827211 1043428.901907 5253672.054351 3558703.911162 3851675.918362 58526.790724 63545.70896 75764566.233903 165664.514782 4044450.715806 0 1912802651.96588 0.400613 10.901531 65.727273 2.349024 392.333245 1.366282
10585 1033159.91275 1427488.668388 52150.590107 97890.330673 6039.443914 158052.015578 50784.33963 36022.325547 10062.930887 70251.591836 37673.443661 2813.423697 34178.268936 419662.860458 235834.222998 1701.983505 87200.065985 287765.100172 482270.916013 166143.427883 4612866.268387 120453.311753 176027.221456 1153530.846243 9213.009907 142408.01156 127221.978177 43109.987917 291312.239022 6099.754145 114075.121975 12289.941096 4235.181642 355775.89945 169093.646485 974.855494 9256.037838 1951503.62475 275089.191394 335014.613629 23714.018141 507670.527954 167713.512696 17214.17103 1678129.747899 2931.3577 9685.218873 143949.788961 726194.628113 267598.931023 195448.570801 6707.20324 1047.530413 7819.377647 16220.012584 12682.132165 7331.846536 1324.058604 51223.64058 12652.170557 153893.160335 3773386.29316 6163259.48865 13647316.774067 7408131.878207 324006.833431 1713872.309434 36921.440441 95798.121237 485588.686487 4675474.94112 0.000301 0.106174 0.000301 6509402.594238 375536.136011 4616328.044922 1095328.80215 3773140.343882 3565286.833776 2998788.043026 35914.502923 65693.835991 75865517.621018 107367.236885 3995967.49648 0 1924488695.67751 0.392625 13.892583 60.136364 2.354208 381.100678 1.367306
10658 1040238.919877 1524139.789572 52449.807238 97239.171372 5926.134696 161373.223039 43319.591884 36772.784487 10514.555953 73256.443714 38694.231584 2900.797314 37289.067044 462971.206184 244273.17874 1828.771599 88699.861323 303790.217693 493221.982158 184910.934455 4738848.894737 88658.180024 142917.977022 1194790.957399 9639.84602 117727.71601 129088.622989 43678.73183 297657.746104 6059.244909 119074.903929 12857.015732 4432.596736 359349.438359 170774.637666 957.435024 6492.92962 1411732.604668 211904.970805 276421.133755 19256.224406 515484.929725 171288.065031 17718.988109 1720716.393848 2931.3577 9685.218873 143949.788961 744895.012703 273961.814714 200004.426095 6707.20324 1047.536118 7819.377647 16220.012584 12682.132165 7331.846536 1039.56144 42228.894308 10325.731627 153735.167815 3771407.724679 6163908.623205 13643417.240878 7387842.562006 323738.713783 1713268.029501 26546.97603 58057.474607 505472.542522 4677908.88656 0.000301 0.105181 0.000301 6511948.576583 373260.02408 4563056.334056 1137658.715561 2982765.132439 3487664.100597 2289990.81324 24478.212199 62132.055739 75929511.634551 77430.447818 3016272.793594 0 1926791179.85916 0.422634 13.472559 61.590909 2.359874 373.202048 1.367515
10731 1058374.107424 1615773.512751 52456.326835 98353.013907 5771.174693 165155.817646 44546.0478 35751.254191 10951.703319 75972.315246 33192.628608 2979.116662 41836.940466 479030.968623 276569.572033 1946.421698 62946.578387 201225.114897 368365.95181 200888.591977 4849486.309267 94402.095635 145002.061516 1237014.360592 10014.042728 124102.820825 130410.524012 44388.608061 305229.264179 5966.634995 97927.351879 9215.276396 4562.61329 367401.51344 172343.231562 936.230914 6887.183767 1511873.964832 224641.581497 289826.245425 20736.245256 519074.770619 175100.069076 18241.619224 1765080.947401 2931.3577 9685.218873 143949.788961 720355.191875 279118.656296 204595.967165 6590.338417 1047.541731 8669.362762 17830.89553 12745.706671 7369.351718 1100.001794 35819.743871 8758.432984 153539.275431 3769968.122045 6163856.814295 13639354.236182 7366189.354579 323188.022232 1712410.747252 20729.012059 44701.942121 522911.322366 4680299.015239 0.000301 0.105915 0.000301 6514249.830357 371391.371616 4885988.735982 1106623.461909 3761997.567921 3412242.528186 2440506.13408 34383.44777 58467.172206 76004331.21539 110346.685775 2437064.264387 0 1928015991.41035 0.46003 4.916311 67.409091 2.362289 418.824966 1.367634
10804 1064237.241746 1749661.622748 45990.596998 88075.929621 5122.310402 175109.07832 47055.08573 36382.373436 9605.496298 67975.879115 32194.604882 2612.6211 35334.791083 441710.487858 241755.832152 1381.088535 69225.460174 232625.641652 414579.57028 220175.123038 4988988.897753 102544.685956 147751.635648 1049012.722635 7929.139437 130832.415238 103524.714238 38565.792192 247441.653848 5096.037917 100022.201051 9807.478043 4706.365715 307502.104235 160126.231649 671.826914 7323.98977 1649257.271427 239106.501273 304173.164324 23145.440323 455254.317734 150286.460939 15097.766893 1474340.197049 2985.890111 9792.03405 161293.872063 643240.37043 238373.509002 180861.147225 6586.767345 1021.652229 8530.036573 17620.349701 12745.293467 7368.8352 1169.191728 29228.53347 7144.733116 154987.444145 3767660.638347 6157344.577894 13634857.071645 7361013.413468 323970.041646 1719005.639384 16542.771271 37233.178391 529777.999419 4684709.05649 0.000301 0.10785 0.000301 6516911.599175 368820.070302 3162046.027156 995194.161789 4286327.677778 3383132.513901 3300782.443221 50814.529234 55064.178778 76158051.789874 149724.481674 2959235.894374 0 1936758471.3882 0.502498 5.233124 69.727273 2.368218 445.364297 1.367625
10877 1014077.002969 1514012.162401 46216.286208 102672.886852 5272.31067 156058.111541 48746.821916 34998.522442 9492.507345 66233.353042 33373.602709 2681.693992 33086.032624 422304.522639 221777.888947 1548.839218 76796.393116 263792.86354 459061.068886 187095.01426 4658824.221742 112525.103562 151733.958172 1127507.211544 8602.654272 138746.070731 106609.405613 41993.011373 270490.828198 5150.449965 101791.958236 10484.136344 4019.453866 339158.405201 168098.512321 703.786398 7838.129879 1813847.175179 256394.156847 321059.396692 25642.532619 471630.299362 160456.884441 16428.725587 1581477.778318 2949.253597 9429.148498 144298.158071 673214.215021 249146.859518 186680.438318 6760.770425 1019.99871 8332.349292 17336.002755 12612.972843 7293.181962 1250.800235 23861.328816 5784.722519 157388.398055 3765984.218694 6150509.405658 13630709.179872 7388783.817001 325795.786238 1730283.255676 13443.158853 33504.79228 539363.872857 4688951.667977 0.000301 0.108522 0.000301 6519946.72539 365607.020112 4668100.143678 1027382.316902 5204790.059733 3406407.604157 3856552.353628 58427.750046 63417.932659 76328691.877142 164986.301606 4035848.247834 0 1954105554.13049 0.416177 11.173277 65.5 2.373882 422.598287 1.367832
10950 1056708.732757 1434726.397384 47901.528774 105251.955871 5320.50121 159185.958664 49887.695155 35990.320714 10136.78429 69935.898578 34558.35554 2807.602693 33086.032624 422304.522639 221777.888947 1709.123238 80756.918443 286295.905715 487059.367581 157263.96826 4751175.672415 120018.215711 156064.885864 1189778.467716 9159.669373 146898.511691 109276.10272 43476.529061 282762.590603 5165.433957 106856.073257 11165.674318 4301.069795 355190.576072 170990.612421 694.742069 8353.193153 1947688.293438 270830.891355 338643.147956 27686.792401 483891.942245 166497.148924 17246.077281 1648129.016746 2949.253597 9429.148498 144298.158071 699052.169154 259832.201627 197160.991208 6760.770425 1020.003739 8310.816031 17305.793939 12612.801654 7293.17905 1319.604416 50941.06943 12571.056578 158685.346301 3766121.056047 6155748.471322 13629823.210398 7407689.522782 326552.962844 1735286.608825 37265.912254 95205.080633 558295.539158 4691338.633152 0.000301 0.106722 0.000301 6522912.091941 362950.296082 4526300.868798 1115943.419091 3775527.635158 3417394.028367 3022453.919833 36179.764947 65739.208327 76430061.739377 107918.886041 4007190.496055 0 1965883312.47756 0.407499 14.147289 60.181818 2.379025 411.271456 1.36929
11023 1063075.015881 1535977.58548 48878.48417 105199.24024 5394.745367 162265.204909 42907.490737 36740.372708 10607.546837 72979.840138 35568.918954 2896.491854 36365.112752 465332.589548 229217.899906 1843.680469 82439.837252 302253.32816 497839.868499 175209.454918 4886703.548743 88385.122261 128490.758728 1232329.707147 9604.874741 121706.919388 112940.556616 44270.504572 289038.804377 5311.591021 111482.30175 11753.446749 4499.951067 358402.993052 172678.666475 687.560904 5865.696981 1409763.367331 208835.661603 279378.275121 22550.130343 492342.361312 169948.566237 17744.336349 1689040.641406 2949.253597 9429.148498 144298.158071 716790.628074 267424.801917 200982.560929 6760.770425 1020.009496 8310.816031 17305.793939 12612.801654 7293.17905 1036.095354 42004.896729 10255.663716 158501.406826 3764210.880921 6155962.906454 13625785.493006 7386986.605487 326221.878677 1738350.640266 27174.014218 57848.061658 580087.242929 4693540.030434 0.000301 0.105685 0.000301 6525686.1391 360860.913046 4562910.64638 1131711.646854 2982861.20746 3329787.231071 2265556.091935 24533.956544 62098.163025 76491420.137285 77174.381708 3012850.236792 0 1968094941.85111 0.438855 13.729639 61.5 2.384306 402.888826 1.369454
11096 1080444.076441 1637255.97841 49697.627796 107464.059151 5457.929792 166186.834148 44680.641286 35721.170355 11074.668616 75887.472893 30698.427504 2979.901729 40710.996812 479972.020444 258027.164937 1967.639267 59357.645178 201792.767432 372421.75303 191455.800183 5013382.92799 94387.216027 132839.432912 1277578.699716 10002.196436 129101.584322 116327.33851 45317.991369 297072.525703 5420.488799 91043.900148 8580.242432 4639.628166 367044.592135 174323.103167 680.993237 6274.320378 1516635.134361 222020.401615 293673.901325 24403.191066 497607.261781 173976.870158 18315.206999 1736192.469747 2949.253597 9429.148498 144298.158071 693108.207846 274201.129174 205132.004183 6639.287839 1020.015018 9205.775085 19013.021038 12672.899795 7328.657682 1100.023572 35264.448023 8604.380712 158406.753401 3763052.431532 6156026.404082 13621687.381217 7364542.621187 325724.011343 1741870.59747 21145.015667 44157.318118 599350.096543 4695761.940765 0.000301 0.106539 0.000301 6528320.678008 359074.285126 4866652.743651 1098518.845164 3762097.929951 3234983.072412 2397405.961433 34469.94847 58180.45105 76569722.339976 110199.645515 2471489.098116 0 1969620947.73398 0.475542 4.956047 67.454545 2.386391 450.920507 1.369626
11169 1086659.201418 1785383.165606 44441.942153 96571.694301 5010.206532 176199.577764 47795.486134 36410.746275 9715.732095 68046.943974 30019.29071 2613.847833 34313.357402 441289.268003 223684.539981 1406.985913 65800.077133 233647.065351 421006.47502 210592.639699 5170567.263307 102578.634882 137986.99731 1083338.235565 7927.85453 136899.984297 94417.285098 39629.313995 240971.695909 4860.045559 93705.730282 9246.139537 4791.758014 307868.152315 161597.032426 497.882662 6725.418447 1660256.111336 236821.433358 309176.819842 27297.741334 437049.593256 149286.651169 15178.25554 1449395.543899 3003.918193 9541.629807 162085.289902 618942.835671 235049.912742 180651.902167 6636.370888 998.951246 9050.444053 18779.844728 12672.482888 7328.101068 1172.274215 28459.514512 6932.289391 159913.43352 3761036.684515 6148873.138438 13617353.745163 7361568.229831 326384.740344 1753418.330596 16788.613526 36856.860228 605713.792138 4699838.985167 0.000301 0.108216 0.000301 6531245.509555 356550.464453 3135008.123765 985184.439868 4286468.315984 3201941.478891 3369571.91276 52804.716361 55209.228082 76728241.021855 153001.556802 3048655.306468 0 1979123910.15189 0.519341 5.29899 69.772727 2.392796 476.171227 1.369526
11242 975434.378779 1550231.473597 45074.698581 111910.117731 5356.8789 155945.943412 50066.430134 34984.085979 9585.617614 66428.680604 31337.348599 2681.926755 32036.258824 420144.126143 204716.511141 1589.122311 72901.825164 263058.589688 465336.532365 179330.023152 4824896.125505 112159.38945 144297.703682 1164990.21059 8617.431603 145750.630792 99506.266562 43005.290132 261688.933255 5137.330925 95625.970986 9993.256335 4090.835853 336780.051619 169890.214579 526.462126 7254.097861 1823491.516508 253734.096883 327001.609798 30284.95313 453595.362717 158421.399852 16395.216286 1544621.800408 2965.934533 9179.963848 144635.707633 648590.244156 246717.2753 185606.616617 6802.692001 997.270801 8841.003977 18479.442358 12532.594078 7248.086313 1253.546728 23204.56086 5595.356216 162047.894552 3759032.599583 6140669.720207 13612975.989643 7387741.612848 327959.606204 1768205.566129 13591.444624 33416.983679 614045.688549 4703422.016123 0.000301 0.108976 0.000301 6534419.448001 353649.543396 4633406.047026 1017843.458918 5204925.840291 3217592.792177 3725752.301323 57661.085258 62967.749377 76889200.405145 162109.746026 4005153.068443 0 1995881495.35309 0.429443 11.365309 65.5 2.399596 451.776844 1.369435
11315 1014841.222957 1470743.940018 47643.672217 116156.805302 5662.960855 159518.564228 51910.62172 36035.201122 10266.346458 70282.951328 32638.489349 2814.487021 32036.258824 420144.126143 204716.511141 1756.379528 77243.280792 286813.818701 494126.185112 148909.095331 4920798.680465 120049.895362 150898.338374 1231100.967029 9194.766541 154807.967048 104337.616373 44883.34162 274634.131933 5392.264117 100616.973746 10771.367653 4390.265169 353390.489305 172863.495944 531.840016 7785.58492 1963849.280904 268578.438217 345160.748163 32841.117499 467101.864587 164777.616127 17251.010948 1612245.029121 2965.934533 9179.963848 144635.707633 673819.144482 259137.684181 195502.431663 6802.692001 997.275573 8817.873033 18446.968073 12532.425672 7248.083341 1325.530166 50002.180877 12328.476176 163643.562971 3759559.67935 6145985.187165 13612180.09339 7406872.173917 328696.738049 1777804.719028 36820.045188 91581.894061 625518.140974 4705252.761667 0.000301 0.107294 0.000301 6537484.16691 351170.105663 4496752.752465 1106160.280279 3775613.605612 3221965.3209 2960895.26211 36244.46715 65365.864074 76994257.721583 108103.091591 4005368.785836 0 2007767349.05933 0.419521 14.332242 60.272727 2.405293 439.916065 1.371053
11388 1022541.200048 1572569.14237 48696.642003 117786.34396 5649.818634 163587.352209 44589.134424 36905.179398 10768.942088 73385.0556 33683.27255 2907.649978 35247.692902 462082.171936 211687.807738 1896.227195 79969.54216 303947.696315 505911.294913 165048.418384 5052636.601354 88540.719531 125542.304082 1278110.618899 9664.861361 128001.649626 108988.144298 45643.958456 281765.722825 5592.713616 104826.557902 11440.518391 4595.581639 356746.42396 174534.524629 532.523661 5522.578636 1421936.837095 207454.029593 284713.717263 27478.515374 474967.890402 168420.278135 17788.234798 1655304.018085 2965.934533 9179.963848 144635.707633 692961.006104 266381.741016 200528.278182 6802.692001 997.281174 8817.873033 18446.968073 12532.425672 7248.083341 1038.972865 40414.649189 9836.824759 163633.643836 3757998.088254 6147222.48278 13608629.270606 7385219.401675 329371.589088 1782325.431031 26799.71209 54736.700905 639791.173631 4707169.062358 0.000301 0.106313 0.000301 6540294.512412 349101.111076 4545626.428855 1121226.912568 2982943.369558 3134261.398648 2255584.645353 24619.405603 61591.792336 77061301.888313 78438.249415 3061634.999911 0 2010410050.84816 0.451023 13.862144 61.545455 2.410923 431.203852 1.371407
11461 1039465.400601 1666951.120691 49497.323002 121573.894186 5602.037174 168237.56197 46512.89225 35836.862924 11252.052449 76251.55633 29026.624806 2991.936687 39519.697463 476399.656452 237420.647275 2024.942117 58544.11429 202545.320594 377841.270322 178543.215786 5167613.416929 94566.793994 130758.606328 1325966.084312 10075.712071 135658.92594 113206.682997 46615.373966 290343.165325 5743.523498 84739.117444 8511.691004 4731.915856 365181.204893 176082.269006 531.901396 5938.058135 1529130.248382 220831.365049 299836.416605 30405.107784 479180.67238 172432.388755 18358.255006 1701336.641252 2965.934533 9179.963848 144635.707633 671018.962937 272311.312706 205710.168926 6677.439776 997.286696 9766.645742 20265.367757 12589.307217 7281.681217 1103.041039 33806.036355 8212.905769 163634.509367 3756949.127521 6147730.918809 13604713.171654 7362100.896574 329785.87975 1786578.749321 21166.73849 42780.483438 651686.068879 4708874.012672 0.000301 0.107276 0.000301 6542891.330838 347434.80024 4873341.790038 1088774.762218 3762208.122618 3044234.761921 2394052.352018 34046.243408 57718.516299 77139205.513763 109022.675803 2495421.206917 0 2011916435.09872 0.4849 4.921483 67.454545 2.412603 482.291713 1.37166
11534 1045883.102542 1800580.88405 44043.79635 109700.209196 4961.311423 179208.758853 49787.557652 36581.752651 9852.915293 68087.469304 28447.905237 2622.114964 33289.034345 439360.594305 207971.49506 1439.787647 65926.347773 235006.788083 425469.966582 194032.841706 5311273.699438 102761.785759 136457.524731 1116793.585362 7962.415826 143520.563459 92325.863248 40655.786332 236853.951285 5202.971367 87645.877256 9215.409718 4879.378037 306812.83564 162647.701454 405.102687 6386.359894 1670774.107029 235522.21808 315670.575044 34414.164827 418618.168858 148364.127317 15225.654191 1420252.175249 3020.98303 9294.698102 162719.435648 596363.011093 232211.129035 181836.360469 6675.223507 980.856198 9613.38362 20035.234285 12588.91993 7281.106994 1174.204898 27391.852719 6637.395446 165611.312251 3754851.377154 6140931.918218 13600359.804033 7356597.813456 331412.402915 1798517.666316 17157.618329 36582.661235 645635.551995 4711924.27929 0.000301 0.109153 0.000301 6545708.550877 345248.041801 3155889.767968 976771.219673 4286606.552905 3015847.635236 3302336.93025 51785.625308 54753.71505 77293027.21218 151447.08879 2998433.610045 0 2020728360.08008 0.529053 5.238838 69.727273 2.418417 509.19769 1.371802
11607 908980.923077 1553825.176542 44445.517856 128989.686292 5205.075372 160465.746644 52344.764386 35097.991662 9742.249946 66345.155179 29689.761372 2697.691446 31094.307393 419873.358458 190560.863349 1615.484767 74914.554479 268034.101878 472450.145231 163644.106173 4954390.786134 113064.391196 143488.103836 1201704.215397 8662.923929 152710.50763 98220.739553 44608.410356 261258.994161 5526.32365 89331.481856 10030.844067 4169.388396 339882.718741 171102.289099 445.944487 6915.194279 1842837.29847 253319.889049 334057.565647 38825.571244 434698.226303 159065.097553 16645.050061 1528773.828278 2982.007401 8938.69564 145567.0704 625883.319402 243702.613962 188235.576782 6835.382199 979.150541 9400.333975 19729.689044 12441.395531 7196.692341 1259.013527 22298.575791 5345.073162 168887.405384 3753619.892692 6133807.664104 13596753.648721 7387505.752832 334258.749286 1816243.808026 14062.306236 33486.05575 634972.488733 4714566.218272 0.000301 0.109996 0.000301 6548813.34231 342439.184646 4667746.056723 1007616.858662 5205097.748534 3051112.641818 3871159.997979 60142.229638 64406.693491 77466810.788491 170714.953191 4119812.489097 0 2038703307.0607 0.435203 11.216198 65.5 2.423902 484.979591 1.372295
11680 948833.573554 1465596.51144 46929.232636 135004.553265 5359.671044 165332.87705 54339.044565 36192.036954 10434.704786 70116.730999 30889.919699 2829.476719 31094.307393 419873.358458 190560.863349 1782.491692 80478.690336 292214.309428 502935.697724 129977.982316 5012091.847288 120866.593115 150947.494699 1269765.734173 9245.642739 162126.455783 103776.271976 46479.577532 274995.575355 5837.693668 93469.671739 10873.39636 4466.063943 357284.390701 174033.967726 460.432477 7434.377434 1984884.341981 268352.079561 352913.80479 42765.025983 446837.296589 165535.407642 17548.411079 1598976.152268 2982.007401 8938.69564 145567.0704 651498.64024 255074.714975 199306.981766 6835.382199 979.155366 9374.697694 19693.834146 12441.219861 7196.689134 1331.16619 50343.875368 12391.637055 170835.368941 3754954.326755 6140920.108356 13597071.843207 7413652.09954 336118.654869 1827540.335422 37581.224321 94063.132423 643641.819997 4715887.031404 0.000301 0.108037 0.000301 6551907.905519 339988.998943 4538907.349202 1095192.663617 3775721.606391 3092987.870219 3039278.070234 36068.312433 68274.761559 77572152.354285 106133.502424 4179052.929756 0 2051923679.98261 0.423055 14.076928 60.181818 2.427991 472.978328 1.374272
11753 952583.935347 1553990.206547 48315.785213 136309.282686 5299.263128 168205.435425 46038.805964 37002.621458 10878.712991 73076.275727 31783.953007 2913.46914 34428.52096 461282.532374 198510.57103 1909.085913 82541.875028 307246.353916 512872.961992 141422.656051 5139114.400455 88498.413397 125077.26058 1313099.164881 9660.693877 133428.70661 107876.116301 46790.062321 280840.261068 5924.234166 97102.78776 11459.497861 4667.33689 359732.034935 175390.552037 449.964877 5328.595377 1426783.096867 206539.86127 290057.001798 35212.803894 452804.067786 168699.910524 18008.455079 1635102.886679 2982.007401 8938.69564 145567.0704 667384.34175 260875.324962 203705.660775 6835.382199 979.161138 9374.697694 19693.834146 12441.219861 7196.689134 1038.046817 41544.203666 10112.022655 170718.201814 3753318.177957 6141460.548779 13593626.132653 7391802.328515 335770.772621 1831402.462381 28306.113605 58064.848244 658875.126348 4717381.199492 0.000301 0.106887 0.000301 6554579.981545 338305.122339 4594801.594461 1112558.28909 2983039.589281 3029405.218479 2298198.764716 24605.067622 64673.904188 77627632.06935 77577.930628 3070001.038517 0 2053651078.84277 0.45643 13.630286 61.5 2.43299 465.091776 1.374488
11826 965413.840805 1639423.388196 49536.760399 140468.512421 5221.414602 171943.221135 47612.415581 35858.210269 11310.276274 75874.00442 27421.505753 2991.439011 39407.275641 478766.94403 223658.185487 2021.119024 59815.405166 203328.745629 381829.844355 151145.006986 5256893.527288 93865.663412 129667.359971 1358358.524598 10019.980321 141268.246894 111694.312356 47344.662528 288341.64588 5963.492204 77964.794139 8678.181945 4808.808901 367185.044174 176673.200816 439.802716 5710.749049 1529636.085316 219628.111332 304439.962942 38080.378025 456294.131591 172420.099132 18539.301032 1677031.407481 2982.007401 8938.69564 145567.0704 644454.010548 265794.84301 208335.583023 6707.0563 979.166717 10378.08788 21628.104554 12495.12379 7228.54412 1099.92762 34930.059802 8489.915167 170724.419073 3752415.783982 6142004.195412 13590395.901566 7368537.318248 335185.774795 1835707.494803 22613.348305 44820.373629 672096.956269 4718774.114089 0.000301 0.107777 0.000301 6557105.523965 336850.617132 4916144.613245 1081270.398516 3762320.305829 2955758.014861 2420693.794232 34127.801779 60802.751371 77699811.848123 108691.779088 2455707.363584 0 2054637351.26796 0.49054 4.765966 67.409091 2.434351 520.621431 1.374742
11899 974025.769202 1762660.093909 44427.135376 125056.950474 4563.059854 181685.026924 50511.470155 36595.298818 9861.86739 67804.621206 26945.232587 2616.803486 33405.707502 445920.170192 197326.94261 1414.979652 66411.522062 233721.309301 427870.521899 162488.715365 5401610.654524 101209.612825 134816.988432 1137136.571875 7890.443576 149367.848739 91121.520155 40641.306277 232837.958914 5311.116673 81161.054324 9362.498328 4958.948357 306052.370045 162772.898587 343.251373 6125.482028 1664430.79799 233782.551115 319593.779164 42059.314074 397785.828647 147142.933722 15232.260574 1385841.554567 3037.769544 9051.090248 162872.188493 571592.016979 225818.218936 183433.223143 6705.343348 967.104174 10226.055007 21400.467824 12494.76608 7227.986723 1167.684814 28342.793718 6875.750275 172698.701633 3750610.138191 6135777.843594 13586673.790274 7359944.322342 335714.104317 1847701.585828 18409.926181 37749.793575 665595.454381 4721277.603382 0.000301 0.10938 0.000301 6559791.064154 334891.556128 3193563.576804 970909.929152 4286751.881231 2932514.793511 3260705.304196 49180.723744 56652.128446 77843876.743296 144837.178433 2899090.877581 0 2062642578.32421 0.538451 5.085622 69.772727 2.440108 548.911303 1.374925
