"time" "MAK" "HER" "WHK" "BLF" "WPF" "SUF" "WIF" "WTF" "FOU" "HAL" "PLA" "FLA" "BFT" "TUN" "BIL" "MPF" "BUT" "BPF" "ANC" "GOO" "MEN" "FDE" "COD" "SHK" "OHK" "POL" "RHK" "BSB" "SCU" "TYL" "RED" "OPT" "SAL" "DRM" "STB" "TAU" "WOL" "SDF" "FDF" "HAD" "YTF" "DOG" "SMO" "SSH" "DSH" "BLS" "POR" "PSH" "WSK" "LSK" "SK" "SB" "PIN" "RWH" "BWH" "SWH" "TWH" "INV" "LSQ" "ISQ" "SCA" "QHG" "CLA" "BFF" "BG" "LOB" "BMS" "NSH" "OSH" "ZL" "BD" "MA" "MB" "SG" "BC" "ZG" "PL" "DF" "PS" "ZM" "ZS" "PB" "BB" "BO" "DL" "DR" "DC" "DIN" "PelDemRatio" "PiscivPlankRatio" "DivCount" "InfEpiRatio" "BSSslope" "HabitCover"
16863 690934.577483 1313101.283095 71088.061931 213290.793359 9720.840553 238049.191602 71812.450357 27988.211737 11293.680651 69079.217133 30029.832354 2879.216509 27416.946241 534205.401155 231145.808234 1836.645837 94605.849233 305065.812331 539468.132733 36060.773694 5396347.547057 97307.888703 120284.848722 1653227.592901 9809.924186 156041.033098 119152.442269 61335.065919 257603.360746 6940.851978 104657.493138 27184.103599 5544.651857 368409.552142 177770.266157 473.155203 10991.887203 1344653.458151 214927.107353 234068.343843 59183.182971 374485.294685 156882.984423 17870.76271 1074612.987776 3151.365214 6764.322865 147970.685981 397383.708565 246267.946274 208276.511381 3414.935952 1031.541593 23310.827988 51975.361565 10221.605291 5930.048993 981.220929 37900.221018 9111.912334 189150.554392 3750001.881835 6009084.084199 13438124.650121 7162693.959865 430910.955118 3164598.00397 25166.382236 50947.869002 618187.38983 4683976.59719 0.000301 0.112862 0.000301 6681374.375523 231879.966612 4970657.475127 1076494.466397 3065743.404953 3371730.292432 2235427.3849 25494.900267 68262.609961 85224178.782967 72537.748709 3281657.181281 0 2618123224.95708 0.486008 12.677149 61.590909 2.703306 1337.795993 1.390834
16936 702108.449835 1400084.998987 73749.33259 217717.438841 10070.252517 244723.962463 74416.489133 27657.131777 11769.052609 71885.771456 26247.16139 2960.478444 30744.347184 550885.771103 262556.107051 1956.231222 67843.414656 202352.263114 400906.26226 39606.514778 5536666.547505 104339.33337 124060.589053 1719696.081279 10207.304913 164034.28361 124418.818387 62292.426657 263693.223587 7075.699277 103324.137024 19961.329196 5693.891255 377391.79126 179470.122669 493.49051 11820.593772 1445676.15072 229637.985819 242467.142235 56654.436446 378941.401256 160353.796192 18418.029667 1103205.740071 3151.365214 6764.322865 147970.685981 390593.052538 252869.04381 213435.727643 3267.377265 1031.547293 25599.119144 56749.665048 10251.966343 5948.109763 1041.364676 31147.175284 7450.621835 186603.380447 3749867.527492 6007572.184649 13435016.93012 7137314.464444 429363.719223 3187190.476864 19347.571206 40104.253132 640045.112021 4682755.670384 0.000301 0.114111 0.000301 6681913.438272 231291.933909 5375676.799796 1058098.264143 4182523.726696 3310410.388511 2588619.41049 41938.65401 64225.201543 85305415.160076 123680.648585 2637618.52904 0 2619181924.69222 0.518914 4.079947 67.454545 2.704663 1472.901762 1.390144
17009 707235.33657 1527574.313182 67229.552973 179940.622443 8804.848564 261566.36283 81088.807032 28508.232217 10299.673074 64396.653018 26234.464136 2595.679027 26116.819758 514269.210929 228928.64386 1373.865634 76611.425395 234015.760875 450296.715177 43980.218125 5713341.110292 114054.838527 129766.692141 1400898.529827 8039.553019 172623.560449 102354.961976 53970.580972 216923.612596 6155.305987 105524.750597 21784.191966 5861.043082 319068.665442 167241.162927 445.965827 12772.499663 1583024.933123 246492.996921 251751.536921 61602.542782 333594.774244 137649.882955 15213.37098 904570.79151 3208.593035 6906.74323 166505.705319 341543.051148 216334.671084 188305.851541 3267.231788 1048.217424 25309.618634 56336.532392 10251.679481 5947.497474 1110.537498 24775.243721 5881.11178 186859.169278 3748644.519206 5993835.212691 13430523.827517 7127203.488918 429638.689103 3227697.137294 14674.864676 33723.024613 645166.61053 4680493.958912 0.000301 0.116935 0.000301 6681637.389007 230432.017053 3714314.264589 928075.95209 5138621.143107 3289220.433262 3655587.630405 61978.931513 60379.897911 85462347.6307 176815.891992 3225068.041352 0 2628926942.58782 0.572334 4.393398 69.727273 2.709727 1491.146635 1.388956
17082 707847.570397 1326058.741 64582.710571 200711.356993 9545.74105 233907.443729 87120.88172 27936.85621 10149.759128 62917.289941 27951.204431 2668.707436 24383.694736 493512.073492 208596.315649 1544.341998 86980.90415 265587.302629 501065.291462 38227.523625 5334606.475903 125741.851651 136393.525364 1513540.186822 8745.025863 182396.290437 110271.859841 58868.008165 238522.506335 6489.279957 107476.686561 23823.085728 5019.262367 354661.504615 175777.500104 520.072994 13836.647152 1745660.074048 266308.593876 262655.202298 67078.087996 349514.163597 147122.790885 16612.527838 972633.731989 3159.20296 6638.269881 148392.248008 358375.061811 228147.171687 194437.947051 2990.571088 1046.091794 24918.557815 55796.638325 10014.468944 5811.23286 1191.009664 20194.218353 4721.414657 189694.07165 3747116.517872 5988293.463844 13427675.360852 7164444.487465 431463.005393 3278912.352465 11620.896625 30314.017283 658785.9005 4676401.487978 0.000301 0.118061 0.000301 6680965.792943 229407.01518 5636102.438881 1020854.746892 5688065.864152 3396251.917964 4354630.515646 71350.142308 72681.221418 85624756.808388 197178.761114 4618401.572879 0 2650241931.96132 0.472267 10.273228 65.5 2.711717 1456.16406 1.389407
17155 738435.004336 1263431.819364 69585.157113 206219.173837 10264.167241 241775.19985 92251.444014 29075.272256 10851.981439 66557.513192 29656.533674 2797.384381 24383.694736 493512.073492 208596.315649 1702.850168 93395.226243 288632.206571 534352.273239 44365.781424 5325744.572413 134879.111972 143330.27728 1604859.125747 9333.85361 192179.514171 117736.275395 60955.969091 249543.932903 6794.808064 113334.613612 25918.98895 5351.536122 372318.845473 178816.008185 563.739001 14892.655493 1877486.99495 282909.542747 273691.37009 71975.909282 362248.746186 152742.864396 17458.190199 1014490.472478 3159.20296 6638.269881 148392.248008 372072.715093 239874.498233 205471.83343 2990.571088 1046.09636 24871.473309 55733.565455 10014.352497 5811.230243 1258.243862 48518.638132 11855.490347 190266.278761 3751701.950741 6005242.1854 13431846.908697 7188318.481069 431598.703663 3313985.327946 34789.426964 87387.670702 689979.374278 4673657.914383 0.000301 0.11542 0.000301 6681195.582693 228596.198758 5623294.37232 1056042.630711 4014082.55248 3445196.352191 3080886.033055 39714.619654 75632.314019 85723016.622504 115753.77629 4536060.703638 0 2663618761.70853 0.456218 13.05469 60.318182 2.712811 1443.356072 1.392252
17228 746234.333665 1352756.700703 72309.89587 207360.718306 10669.711764 246512.236055 78323.146214 29999.502684 11338.89441 69554.286504 31147.326448 2884.472362 26870.238111 535957.802168 217332.283268 1830.221969 96439.955139 304169.165886 545094.506787 49806.407854 5487212.513764 98362.177505 122244.207117 1667984.790158 9792.951686 155668.549173 123612.99798 62052.822379 253825.482607 7001.056882 118147.856981 27605.277645 5575.447996 374829.779179 180173.864878 582.363905 10919.650586 1355829.066838 220610.995004 226185.534629 61137.545753 369979.144532 155685.46244 17930.084527 1037896.141586 3159.20296 6638.269881 148392.248008 381525.783847 247455.002304 210047.694812 2990.571088 1046.10235 24871.473309 55733.565455 10014.352497 5811.230243 983.771637 38448.924404 9234.086056 187228.833406 3752654.313779 6007260.772579 13429651.968381 7163869.368909 428995.347426 3328223.224759 23899.085771 51776.692966 722511.351292 4672865.566422 0.000301 0.114023 0.000301 6681916.058018 228029.811636 4718355.584733 1050039.373222 2971185.769429 3347408.154406 2255299.443711 27306.013078 71714.996227 85785748.432942 79936.743947 3293343.445445 0 2665264895.02087 0.493773 12.861234 61.545455 2.717156 1435.421079 1.392
17301 762780.746732 1438051.635104 74828.646921 211888.925632 11076.567559 253384.926782 80027.693138 29611.369954 11813.129273 72325.742415 27200.708238 2965.404164 30437.69903 554430.271009 247470.867557 1944.991635 69142.551597 202673.972123 405278.4881 54505.403624 5633879.386929 105177.100774 126081.292501 1733023.104304 10190.930776 162921.085328 129094.836853 63630.653456 260119.387091 7144.437679 115558.422044 20353.772388 5728.059978 384308.90925 181407.604328 606.109651 11765.770326 1459538.177214 235088.093111 236130.889382 58044.877325 373307.197507 159381.100006 18522.245647 1067473.706691 3159.20296 6638.269881 148392.248008 375129.577645 254239.411099 215080.165191 2846.198972 1046.108246 27305.479041 60835.699896 10043.935318 5828.83304 1045.314844 31427.980082 7509.003182 184733.442101 3754189.891995 6006549.930781 13428077.560027 7137124.319682 426058.790659 3344447.124259 17942.510829 39960.71396 747304.996307 4671607.782454 0.000301 0.114801 0.000301 6682401.614453 227473.424952 4090722.562281 935365.596006 3404245.312652 3258758.854264 2412551.846359 37343.141112 67345.626149 85871434.65953 106319.72563 2656807.39065 0 2666347093.78992 0.526171 4.177475 67.5 2.720023 1579.904566 1.391588
17374 765679.799676 1559280.45184 67857.244998 177038.946724 9696.509888 271021.847354 86868.80325 30482.362516 10343.45774 64591.304086 27089.17832 2601.518158 25829.773371 520217.326673 217460.806188 1362.218941 77893.179853 235357.214195 452643.424835 60016.237685 5797794.533657 114760.326717 131897.623594 1420947.00819 8043.524514 170361.973299 106156.577403 55718.858205 214696.045211 6238.159637 117936.749284 22193.025411 5893.241904 324769.496562 168375.842399 542.46695 12706.560373 1597594.260403 251405.301166 246499.587232 62827.322447 327738.576151 137215.112463 15353.787893 876415.132156 3216.213818 6786.841993 166854.580116 328065.294474 217970.399672 189380.51824 2846.096141 1063.348174 27024.170364 60432.479749 10043.668196 5828.234176 1114.545486 24964.801475 5923.206248 184900.022687 3749986.25564 5985814.806491 13420140.787455 7111089.448842 424962.665349 3379207.171352 13635.052509 33294.800072 741932.550873 4669257.562302 0.000301 0.117641 0.000301 6681870.952501 226693.80445 2880499.647546 837279.255079 4116852.099051 3193152.991143 3074123.047235 46938.615345 62178.020667 86028255.918078 136907.721754 2951491.002867 0 2673555060.2531 0.577028 4.483576 69.772727 2.726849 1598.685135 1.389433
17447 714228.959588 1351595.537863 65407.212492 198113.847802 10432.810605 242390.470581 93100.485299 29870.340638 10179.304045 63012.395845 28837.300712 2672.916926 24143.666727 501564.842484 199505.619165 1518.574137 88215.16235 267263.906399 507293.7071 51533.421197 5423568.278677 126273.645989 138741.355234 1532571.319406 8737.580333 179091.646713 114165.712692 61353.256562 236306.979231 6573.478292 120132.055064 24262.803384 5051.868165 360242.228381 176521.634431 627.678367 13772.95119 1760041.489299 270586.284713 258707.288335 68158.893059 342127.279695 146878.059672 16777.365736 943011.728037 3166.831759 6531.120015 148625.504154 343962.044252 229945.549722 195126.336617 2571.38639 1061.188299 26617.900172 59869.763695 9803.7176 5690.368481 1194.786385 20347.089344 4756.626003 188919.142585 3752136.585206 5993042.370673 13422341.082706 7148651.424551 425420.135286 3424789.443452 10830.10276 29640.067974 752763.937708 4664990.203228 0.000301 0.118136 0.000301 6680844.760081 225742.350687 5220909.614857 989143.46813 5764368.768853 3221751.239057 4200048.856548 68000.58855 72190.757437 86196093.087786 197238.533964 4525325.306093 0 2694387543.41816 0.476376 10.385276 65.545455 2.729773 1563.634767 1.392201
17520 752714.872505 1294736.021094 70405.756544 205031.058592 11284.559036 250627.773821 98708.778183 31087.757679 10906.67465 66702.934221 30638.11675 2804.717936 24143.666727 501564.842484 199505.619165 1685.616304 94881.415024 291179.170638 543590.037961 56608.259368 5443419.464454 135498.203717 146394.935653 1628360.205178 9342.029955 188264.103679 122065.872818 64183.628764 248037.256357 6925.200671 126819.275053 26502.539028 5396.259703 378399.535214 179278.64976 678.848259 14860.112581 1897041.665949 287126.585139 271785.20132 73228.138788 354177.462872 152876.637457 17672.164555 985428.913353 3166.831759 6531.120015 148625.504154 357996.380475 242424.164018 206087.264887 2571.38639 1061.192567 26568.52976 59803.509114 9803.597627 5690.365785 1264.130147 47783.268242 11685.144657 190041.306346 3760188.562053 6013967.137561 13429488.824295 7195520.505995 424505.85639 3455763.344548 33880.254421 83825.491845 780326.03493 4661892.318875 0.000301 0.115532 0.000301 6680737.844383 224965.241871 4517153.946095 956406.101459 3898146.170623 3288550.741226 3231232.778841 41964.144489 78162.285738 86306645.290745 122744.093483 4856677.17091 0 2711285851.95946 0.462227 13.295031 60.409091 2.732002 1550.152722 1.396005
17593 762194.665724 1398103.098327 73589.968485 208811.793163 11781.452508 257751.963621 84218.951964 32111.596525 11478.936951 69863.289414 32245.294419 2903.532258 26880.755885 544501.620217 207149.695577 1837.989639 98822.321486 309300.656871 559546.9821 63827.782532 5621103.906136 99817.796099 126932.277988 1699703.209416 9875.481524 153958.025656 128944.093422 65064.026903 253675.787756 7247.120612 131953.862109 28540.381455 5633.78795 382110.909049 180872.875674 716.069518 10932.552382 1378239.875753 224883.748711 227428.746851 62742.606182 363112.403746 156529.572472 18277.571766 1014397.449182 3166.831759 6531.120015 148625.504154 368817.356642 251529.424181 210892.785421 2571.38639 1061.198164 26568.52976 59803.509114 9803.597627 5690.365785 991.864371 36369.074702 8698.743726 188327.925336 3762196.802256 6022901.045014 13430209.152052 7178217.966597 421912.773394 3477255.918352 22285.020495 47893.985396 802524.640199 4660698.670343 0.000301 0.113863 0.000301 6681161.675888 224348.360483 4725060.900679 1036086.504463 3294318.015142 3192786.778399 2418800.697139 27820.722415 73880.192514 86387711.848223 91125.523298 3751339.695666 0 2715440710.16761 0.499335 13.098578 61.5 2.740408 1540.660186 1.396966
17666 779865.416789 1497384.871603 76578.174369 216348.808281 12263.896035 266914.624521 85734.508589 31647.805827 12049.732545 72837.941879 28198.519195 2995.549761 29752.639407 559028.617953 232638.868304 1971.676254 71488.888064 207037.500109 416312.469456 70197.732071 5777096.433793 107817.030288 132473.283019 1773244.484374 10347.599183 162364.034953 135410.522314 66499.045956 261665.509575 7499.996251 126962.551641 21336.018538 5789.527841 392608.542257 182347.559385 754.892164 11873.249647 1492006.975011 240589.782792 240258.551296 59663.584581 367799.633589 160798.023284 18945.23106 1046641.099287 3166.831759 6531.120015 148625.504154 364591.00757 259589.417123 216083.044043 2433.531602 1061.203589 29143.422417 65237.27112 9832.460822 5707.556121 1058.06481 29198.730541 6934.130189 186424.637677 3762440.581193 6024235.528775 13426508.526897 7156446.814943 418991.77233 3499421.763204 16371.466608 37398.206375 818164.616411 4658720.388647 0.000301 0.115147 0.000301 6681336.567891 223787.655385 5550976.751206 1049330.901968 4483154.893412 3107519.405607 2593183.505528 43134.474443 69397.777362 86483781.576906 124685.911024 3062739.815714 0 2718169480.49258 0.528925 4.250621 67.454545 2.732947 1692.742144 1.396718
17739 785528.738834 1635701.926379 69810.253886 182039.860096 10719.858402 286909.30804 93499.933852 32618.830656 10582.477973 65221.147749 28123.344613 2632.656804 24985.428607 518782.732671 201712.325498 1390.688537 81256.861931 241570.679487 468715.387252 77353.785485 5965461.891423 118522.942851 140461.086165 1464501.73695 8203.093202 171170.482507 111649.71176 57750.874011 216718.491565 6612.307325 129287.919686 23449.036962 5956.606166 331362.611704 169373.34357 673.979323 12923.382937 1640484.872972 258081.051508 254113.625355 65083.986719 322095.366565 138078.595692 15633.925058 852823.045019 3222.200247 6654.933118 168696.083178 319434.564782 222894.193589 190109.825826 2433.454006 1078.945677 28819.626132 64774.66005 9832.171745 5706.915715 1132.041086 23194.382175 5458.321015 187763.960118 3759749.801029 6009671.676462 13421689.213419 7148933.672824 417943.85895 3540176.23686 12415.856795 31736.537744 803715.163171 4655150.364965 0.000301 0.11778 0.000301 6680506.773094 223030.934582 3461220.234105 888190.42705 5031689.896911 3106868.097809 3584268.209579 59566.870293 65424.293924 86647874.021137 168685.292061 3549207.733078 0 2728843273.06958 0.578608 4.572585 69.772727 2.739829 1708.764625 1.395374
17812 699587.640929 1420702.713498 68242.234975 206640.90347 11474.066469 256894.951457 100716.162071 31978.507214 10459.093502 63961.961347 30003.952306 2712.470394 23401.205153 498364.929815 184031.029043 1559.011998 92727.289666 275524.011273 518256.856207 65971.053245 5545124.561042 131050.054447 149478.995873 1585053.597471 8921.195463 181276.389066 120454.842752 63505.498718 240476.0849 7006.85988 131427.493853 25744.164221 5105.486996 368124.565748 178110.203928 786.567248 14096.968229 1813867.831926 278399.090526 269738.135958 70910.151856 337370.934685 148429.637916 17148.95812 921323.41506 3171.978633 6389.062725 150141.449997 336889.394309 235640.797297 196092.784176 2168.005798 1076.750897 28369.062926 64150.83894 9589.965266 5567.709057 1216.992244 19024.440099 4405.867906 189354.755062 3755119.100669 5976344.765295 13412749.487531 7172749.886922 418239.992669 3593706.052798 9972.410863 28496.404675 789160.454474 4649061.474443 0.000301 0.119786 0.000301 6679016.827321 222114.179777 3056592.338126 780943.899797 4251795.582982 3226127.038984 4003853.16901 63352.083986 74735.068224 86806727.925692 162091.948412 4743239.648144 0 2750241941.95942 0.475094 10.398902 65.545455 2.748331 1670.209298 1.391855
17885 739834.074408 1361596.696603 73799.293722 214247.25678 12343.127722 265130.722292 106908.235437 33292.246938 11203.257249 67936.800043 31961.632658 2845.051769 23401.205153 498364.929815 184031.029043 1735.100388 99581.546845 299354.814391 554591.400427 62543.051491 5591433.098093 140393.267449 159318.271473 1685684.89423 9533.659852 191902.198562 128890.893012 65841.639931 251997.478216 7405.870416 138623.508878 28127.10514 5459.5686 385540.135073 181095.642146 850.321844 15309.157645 1954949.566583 295291.916173 286520.310717 76193.666557 349311.99755 154196.732847 18018.797433 961186.746703 3171.978633 6389.062725 150141.449997 352030.515689 248186.027353 206798.059707 2168.005798 1076.754997 28314.728395 64077.883859 9589.838268 5567.706197 1288.312208 47350.575734 11559.61417 190274.114508 3759018.139401 5992707.1281 13416739.69709 7192470.535919 416685.49085 3627164.558503 32776.0373 81825.67507 815883.463214 4644634.430227 0.000301 0.116889 0.000301 6678844.266945 221379.777634 4169992.299682 896354.788828 3871976.009752 3325008.279042 3160526.149779 41586.349438 76494.966985 86898596.673407 117839.670798 4732752.999437 0 2764787762.88847 0.463128 13.430332 60.181818 2.750808 1655.854439 1.394959
17958 747649.26784 1461268.577828 77250.354304 217469.926939 12816.015394 271290.558157 90507.659216 34416.201928 11729.902028 71096.076416 33640.53992 2937.075681 25873.773595 540235.612812 190448.501066 1867.898374 103186.809372 315953.810812 567179.039087 69916.729765 5770874.180153 102007.307343 137633.776392 1753883.499414 10015.79207 155671.854662 135651.036533 66778.377245 256370.984209 7676.719867 143975.979584 30102.671896 5687.093684 388678.577217 182692.683737 889.984549 11191.523801 1409199.370488 229294.3287 237797.917346 64770.931298 357985.830227 157532.964335 18563.533858 986480.244386 3171.978633 6389.062725 150141.449997 362228.593215 256362.409329 211411.628161 2168.005798 1076.760646 28314.728395 64077.883859 9589.838268 5567.706197 1003.943182 36616.103635 8760.324413 189649.497932 3760030.971923 5998559.173604 13414818.30952 7170262.330089 413226.520278 3649501.053875 21469.13146 47481.78614 841120.5583 4642654.899025 0.000301 0.115001 0.000301 6679240.735611 220840.617931 4350620.583949 1022372.178455 2934365.893822 3242003.381927 2397066.3946 26877.330476 72658.742249 86961230.061041 80607.119594 3589700.537788 0 2768056615.56014 0.501902 13.246764 61.590909 2.753413 1647.581406 1.39588
18031 763520.108862 1550621.774464 80339.526454 223407.546906 13224.614209 278248.015196 90792.308015 33770.305227 12215.494847 73912.712674 29283.716863 3016.688893 29443.854055 557853.745521 214901.723441 1984.944559 73637.333977 208226.098029 420840.651878 75961.988892 5924210.309519 108897.136356 142707.811282 1820508.767969 10414.609808 162849.397842 141591.287866 67917.204496 261712.832107 7872.066887 136165.685324 22392.578632 5830.019767 396834.41168 184105.749151 926.270695 12125.285273 1511821.890057 243355.759336 250022.300716 60938.121951 361925.903006 160956.227933 19102.482628 1011665.668445 3171.978633 6389.062725 150141.449997 357335.918009 262928.945171 215940.203705 2035.284731 1076.766376 31058.284004 69890.473599 9618.077718 5584.527013 1064.829571 30077.351701 7151.561349 188762.688751 3760132.118194 5998599.850792 13411570.088967 7138990.065714 409230.748769 3670294.426406 16005.547985 37566.357671 854165.344097 4640234.522823 0.000301 0.115787 0.000301 6679428.851012 220359.83701 4468416.852514 925665.949536 4068294.837706 3133186.925512 2539292.843738 36602.836686 68294.69202 87031662.511758 115566.440017 2801557.735928 0 2768900593.85994 0.531722 4.301632 67.409091 2.758577 1811.207372 1.395747
18104 771362.922206 1677482.711426 73032.515953 185654.711642 11444.444423 295938.775734 98290.91213 34784.280364 10675.265078 65756.630262 29037.041922 2640.867981 24881.587447 520119.500095 188053.247772 1395.604355 82592.284281 238953.962713 473974.834633 83119.943989 6117160.168329 118499.441096 150866.825792 1486921.117302 8232.473257 170194.268512 116290.541355 58450.162764 213272.902606 6948.727367 138480.153098 24417.732577 5987.161018 332493.564112 170717.310324 810.753414 13130.686208 1647805.908045 259037.353794 262949.052844 66116.747003 316069.736068 137205.839469 15643.642899 820319.82729 3228.953196 6544.021378 168462.209097 311073.824286 224624.497424 189332.808476 2035.241929 1094.96117 30749.893457 69449.264524 9617.820427 5583.987329 1132.789953 24300.889114 5732.534733 191451.446538 3763742.297451 5998529.736037 13411261.281542 7153630.303721 407183.844572 3710988.764645 12336.404543 31817.744101 851729.421095 4636294.529326 0.000301 0.117168 0.000301 6678506.336344 219694.844395 3381800.009969 883644.49748 4696631.412821 3054733.860279 3415295.90493 54240.81522 70442.474899 87183182.69267 159469.88524 3663647.441826 0 2781346812.38328 0.585589 4.628929 69.727273 2.763395 1828.709939 1.396614
18177 675775.710943 1447623.674232 71954.368238 208523.986198 12110.574859 263873.51832 105438.530283 34110.928882 10507.921987 64392.936458 31004.673335 2713.107619 23296.2026 500070.695252 172546.742726 1568.265168 93256.703193 269431.331554 521785.729071 71152.894364 5681706.303603 130121.178142 160584.991061 1599853.897947 8946.982539 179229.885054 125177.355022 63642.816049 233191.415521 7381.892227 140840.334849 26725.542531 5135.224682 365843.683918 179700.773417 930.282866 14350.555074 1812187.917813 278057.884997 278327.183715 71879.948899 330652.594222 146314.006512 16995.689656 879212.752051 3179.067227 6300.279795 150256.280117 327192.333588 236462.234203 194932.162391 1785.197678 1092.730603 30324.016473 68856.828818 9373.93309 5443.801707 1213.742018 19866.157486 4616.09401 194898.843937 3761975.743663 5978859.893984 13405852.454455 7173320.260219 406593.119714 3763938.365416 9881.539595 28437.211511 839482.067317 4630065.802199 0.000301 0.11915 0.000301 6676979.6439 218831.19498 3770981.225799 811657.206813 4094524.39723 3008720.94565 3346434.735877 47632.825755 71668.73146 87340060.802465 137356.849387 4415055.425708 0 2798415124.86013 0.483769 10.516157 65.590909 2.769179 1791.422304 1.395294
18250 712600.156986 1381877.510129 78059.112911 216832.766177 13020.428876 272073.121143 111912.530845 35582.054964 11266.318327 68267.771654 33051.286179 2846.236077 23296.2026 500070.695252 172546.742726 1744.456628 100311.874689 292824.243105 552210.028602 62591.236647 5710429.684106 139598.005232 171232.257652 1696388.048614 9571.647188 188738.614793 133987.83291 66159.702707 243977.679881 7824.846412 148341.306198 29211.687293 5483.147686 383872.828023 182666.840511 1007.687114 15605.249484 1953006.711655 294611.025382 294755.563802 77348.121519 342982.521964 152171.58473 17874.582831 917971.676233 3179.067227 6300.279795 150256.280117 341266.971724 249045.462007 205740.541648 1785.197678 1092.734715 30268.625027 68782.448059 9373.807871 5443.798909 1285.043529 47538.077783 11602.57377 196594.296654 3764333.173261 5979688.716074 13404787.357441 7174714.207912 404393.734134 3801455.471763 32467.999082 81498.62428 841466.905209 4625422.121937 0.000301 0.116964 0.000301 6676520.62435 218088.388969 4900074.653272 1055044.275413 3894283.48214 3003784.711628 2980945.229622 38091.837425 70122.034934 87432270.319112 110479.866191 4213713.620448 0 2809622070.15539 0.470493 13.553667 60.090909 2.776253 1776.99518 1.396214
18323 719424.777926 1475025.847841 81659.676097 220408.922995 13554.170279 278749.130708 94862.516478 36753.808734 11774.195968 71301.565049 34723.615169 2934.570715 25833.382999 541657.276485 179349.655652 1872.540159 103360.437324 309095.412585 563679.377109 69800.502729 5870949.134968 101993.334801 148412.12533 1759140.489562 10037.303432 153985.928845 140663.992601 66858.830403 248495.329915 8110.497423 153487.472058 31153.656201 5702.692544 387182.325413 184090.000843 1057.009964 11406.769833 1410407.64668 228981.891884 242219.929436 65972.051381 350257.478442 155436.91028 18413.717026 942151.19184 3179.067227 6300.279795 150256.280117 350058.334365 256559.09636 210172.412718 1785.197678 1092.740766 30268.625027 68782.448059 9373.807871 5443.798909 1005.362855 37171.53131 8894.327406 196266.475853 3765273.677296 5980819.667394 13401567.738754 7142506.675141 399147.844328 3823743.500046 21234.908281 47868.358197 853889.818655 4623350.490955 0.000301 0.115121 0.000301 6676771.441815 217557.7827 4695917.906896 1056486.694601 3028520.788875 2931703.251437 2320633.36735 25892.564436 66174.640138 87488002.608963 80241.206367 3194182.354473 0 2811600203.52844 0.508814 13.34909 61.590909 2.781802 1769.015848 1.396329
18396 733600.222111 1558381.459207 84895.33963 226295.408509 14032.049382 286143.108051 94419.638494 35950.011004 12249.044047 73986.257911 30250.87281 3011.400546 29503.151976 560436.424719 202449.30383 1985.13138 73739.219274 205303.466452 417805.673008 75724.660805 6005742.820732 108612.589839 152652.005903 1820621.79216 10432.693576 161618.774231 146566.394494 67734.799303 253841.557325 8313.959083 142091.472831 23327.191399 5841.783538 395417.626773 185324.733482 1101.509598 12338.540206 1510029.973059 242439.535948 251341.628821 61791.063273 352928.479963 158755.349004 18940.816036 965943.172614 3179.067227 6300.279795 150256.280117 344539.158792 262632.456704 214544.599943 1656.675002 1092.746883 33191.903475 75001.731832 9401.488487 5460.28947 1064.752854 30714.151685 7306.299493 195835.761401 3765778.595681 5981006.408002 13397767.486155 7107885.519774 393369.516187 3844098.821826 15865.096426 37640.832245 860673.315772 4621167.75812 0.000301 0.116322 0.000301 6676849.394307 217093.560251 4529555.331463 920986.179643 3958485.053204 2855715.309699 2365735.464068 33778.893015 62139.395089 87554592.57502 106326.242703 2534870.457888 0 2811885701.976 0.537666 4.31593 67.409091 2.779678 1944.1157 1.396176
18469 748631.491383 1681499.897398 77109.029229 188256.45978 12225.997239 304538.051297 102275.009064 37006.497822 10711.811183 65875.921402 29888.068053 2639.881985 24897.133632 523500.454368 177230.169694 1396.243517 82066.582491 236188.513147 466750.161393 82860.570804 6173369.014651 118050.347818 161129.95671 1492059.93237 8240.662782 169512.36036 120483.214713 58461.759582 208730.550179 7368.987878 144276.30925 25416.312132 5996.618778 332291.965423 171667.158836 957.947094 13371.882599 1642134.866175 257538.151792 261101.62419 66958.180352 308448.593456 136396.830686 15604.734674 789253.563756 3235.382136 6446.542212 168664.740231 300752.147202 224858.497411 188271.643243 1656.65101 1111.356916 32884.449077 74563.394088 9401.240309 5459.752133 1130.812172 24603.740114 5808.791271 198762.72267 3764775.931979 5971939.790666 13394345.28093 7088900.268541 389452.451153 3884234.728253 12233.592842 31664.933104 838952.474207 4617692.070617 0.000301 0.119133 0.000301 6675721.76784 216449.273177 2734121.982197 811043.446141 4031804.164907 2849517.495124 3163085.022448 51601.084954 58662.409612 87699636.293583 141373.781348 3026549.548663 0 2819972643.23379 0.58878 4.636603 69.772727 2.784986 1961.648408 1.395623
