"Time" "MAK" "HER" "WHK" "BLF" "WPF" "SUF" "WIF" "WTF" "FOU" "HAL" "PLA" "FLA" "BFT" "TUN" "BIL" "MPF" "BUT" "BPF" "ANC" "GOO" "MEN" "FDE" "COD" "SHK" "OHK" "POL" "RHK" "BSB" "SCU" "TYL" "RED" "OPT" "SAL" "DRM" "STB" "TAU" "WOL" "SDF" "FDF" "HAD" "YTF" "DOG" "SMO" "SSH" "DSH" "BLS" "POR" "PSH" "WSK" "LSK" "SK" "SB" "PIN" "RWH" "BWH" "SWH" "TWH" "INV" "LSQ" "ISQ" "SCA" "QHG" "CLA" "BFF" "BG" "LOB" "BMS" "NSH" "OSH" "ZL" "BD" "MA" "MB" "SG" "BC" "ZG"
14600 80265.945652 111417.44991 6145.398876 25383.735107 639.640904 19213.206454 7382.869623 3122.239971 0 41.990815 2544.830317 0 530.966452 86.74668 170.755805 0 3150.245831 288.938508 0 30063.122473 12962.722689 390.032833 17509.163109 8881.021362 8.843956 6131.290609 1179.148814 4638.346019 13232.653882 1129.365971 568.673551 437.739863 0 8463.880367 1436.735858 147.974481 142.905384 146.248831 3321.876096 16123.082626 9192.824732 7375.859171 1182.825167 28.113713 29.695559 0 24.860318 12.199309 10992.821403 15083.54644 4443.512593 0 0 0 0 0 0 0 0 0 25402.753207 18840.43012 25019.946533 62.087446 0 3536.084481 17264.156772 0 0 0 0 0 0 0 0 0
14965 111314.522082 115344.238205 5016.53622 29958.181387 664.626876 20946.226337 5919.662295 2922.352188 0 42.961493 1714.001783 0 154.421923 43.7157 236.486254 0 2025.877055 73.304171 0 24187.4283 38198.555217 446.583819 13187.596444 9328.755614 18.65859 7065.016412 1326.279164 3554.221915 12084.950005 1214.318278 519.708234 285.846719 0 8824.807238 1325.734506 73.62773 116.948733 182.559381 2437.804071 21952.959356 8615.163421 9919.431202 1125.770867 42.314374 12.726668 0 22.837241 12.601686 13444.466625 10012.36464 4840.26827 0 0 0 0 0 0 0 0 0 28980.744512 17717.067973 24306.35434 225.017559 0 14948.59027 32786.773263 0 0 0 0 0 0 0 0 0
15330 99547.099572 106733.065349 4444.08781 30425.904418 1302.254522 19282.160549 4380.526371 2650.526375 0 44.974751 1330.296333 0 180.422825 104.187884 432.563072 0 1217.302214 92.034662 0 21849.747875 25625.613704 628.244424 11803.373551 8865.023149 9.67083 7528.339036 1611.861643 3202.91734 6699.623344 675.627895 660.636311 200.894412 0 11851.182682 2501.215954 69.313605 96.959955 366.700608 2124.490758 24501.161162 5192.085148 9376.750253 1612.080585 258.020614 14.416367 0 6.744937 41.509364 10598.043033 10961.831606 6175.525847 0 0 0 0 0 0 0 0 0 25678.569586 15558.279924 21182.101111 243.999708 0 16488.661178 39193.140738 0 0 0 0 0 0 0 0 0
15695 112361.919682 116798.421822 2879.606402 30267.000821 1026.438143 17857.960099 3736.894902 1861.940313 0 40.984186 1126.310132 0 69.205014 78.038918 98.461591 0 1446.202486 25.201679 0 16832.564536 73378.804919 185.255709 8906.007335 5677.819649 36.813865 7349.691128 1524.934185 2960.653348 8382.32687 906.505474 658.623053 183.88957 0 6176.20676 1800.494952 75.461233 62.950271 277.685833 1906.627455 17862.612164 3071.261396 10474.119798 1524.360047 61.943642 14.416367 0 8.283447 15.785066 10865.914232 9111.898941 7308.882383 0 0 0 0 0 0 0 0 0 26717.015376 21480.926155 24227.405856 161.024708 0 17402.919934 22052.619593 0 0 0 0 0 0 0 0 0
16060 79688.24839 112398.913302 2380.426212 31585.253556 1456.196875 14764.696667 3349.126984 1075.40346 0 70.967353 1038.949105 0 69.769135 72.784866 103.342132 0 882.490179 172.241433 0 14737.733387 57657.630833 397.510649 12177.156514 6980.074171 11.39648 9769.280964 1941.56144 2947.545239 9270.628175 748.572555 1162.333074 166.920679 0 10248.543919 2274.275014 59.678726 47.958687 326.075933 7842.791278 19437.836461 2797.422324 12504.994047 1409.71218 108.464288 24.770267 0 6.839783 17.180822 14947.615558 11631.455677 6925.105031 0 0 0 0 0 0 0 0 0 26578.064606 15579.23938 24979.968976 115.007377 0 12388.153396 29408.9933 0 0 0 0 0 0 0 0 0
16425 52978.243467 91077.861421 2524.87749 29071.664692 698.600609 12901.749725 2973.330763 1008.426672 0 67.947466 1092.983518 0 106.636656 46.673516 120.785397 0 1427.184386 91.531348 0 12713.86959 66482.676426 727.397392 13844.242189 7392.864012 19.737121 15776.425801 1390.911944 3161.559623 7919.004247 736.600859 1373.221875 125.936493 0 6208.377907 2382.153659 42.53008 30.989796 320.251864 7089.724843 23985.15193 2779.446804 11106.750249 1366.714737 16.177968 42.925542 0 14.460698 14.495204 13752.279429 9702.538577 6880.13028 0 0 0 0 0 0 0 0 0 24259.366331 15736.165669 22520.342624 144.307475 0 16751.43334 32439.306462 0 0 0 0 0 0 0 0 0
16790 65639.157175 107526.648606 2788.61432 31213.483851 907.476152 14298.986894 3061.267007 953.457532 0 75.964548 1375.163231 0 174.799008 91.563609 179.936128 0 1284.279002 146.752145 0 10170.297559 38078.622547 1026.222437 14800.683658 8817.064462 17.723863 9985.328739 1884.880671 3874.190485 10405.223944 863.50803 1665.072418 167.891357 0 9178.762483 2563.198063 37.101473 965.465179 313.061656 7370.394612 26934.403765 2896.359587 11496.531424 1675.85773 0.431412 68.666486 0 7.940615 31.511219 15105.512526 9949.414369 4729.359312 0 0 0 0 0 0 0 0 0 26114.332141 15706.182502 20072.723918 178.065501 0 18411.060872 36815.123246 0 0 0 0 0 0 0 0 0
17155 49620.128723 79367.45726 3217.186668 36260.650356 753.569749 15399.340376 2258.731941 758.566944 0 60.972964 1459.46842 0 263.671198 93.539316 190.373292 0 1316.275428 171.12695 0 9017.922923 54829.218712 421.274287 13551.385018 9637.575048 10.138193 10999.809207 1768.396426 5169.315197 14083.627941 921.497057 1852.952553 125.936493 0 4155.343077 545.56602 26.495916 772.983311 20.204484 2997.41796 29676.213426 2092.817892 9669.571474 1951.098892 26.244259 29.515804 0 10.319342 43.107358 14977.598725 9736.548261 4476.479697 0 0 0 0 0 0 0 0 0 25912.467052 16265.868293 17981.919285 149.807984 0 30439.414192 6659.426845 0 0 0 0 0 0 0 0 0
17520 13139.637756 86106.659463 4443.692348 32470.763622 678.611831 17477.202635 3076.258591 869.511853 0 81.968371 1401.335588 0 582.512133 214.415463 522.158447 0 2144.803095 71.254961 0 10529.088938 64233.938874 1328.426879 11946.278935 9596.626813 3.81081 13922.118613 1817.016253 2797.14694 13378.005016 863.50803 2234.752597 76.971177 0 6182.778969 2661.200239 47.994638 580.465492 494.722261 7230.940528 19184.170956 2315.71434 14557.834382 1504.838632 0.539266 35.771285 0 6.106511 19.204799 13156.606647 8572.201929 5727.791595 0 0 0 0 0 0 0 0 0 26638.030941 14330.947369 18833.419668 221.710064 0 36089.938668 45398.362144 0 0 0 0 0 0 0 0 0
17885 12593.93692 87625.80661 4085.404284 28287.105146 1015.437125 16153.916754 3373.106328 1037.40321 0 107.925022 1484.921756 0 275.174275 294.22781 590.050508 0 1635.08925 255.036678 0 12203.149116 64663.697606 1248.543668 6557.325892 8686.130774 9.778683 10466.806637 1810.371422 5156.170778 12253.50358 833.524862 4193.652865 93.940068 0 4744.881174 2322.568046 31.960475 387.983624 431.232725 8571.662663 8644.489044 2378.664611 15720.167457 1450.372807 0.611168 53.171588 0 6.118492 29.051026 11321.629615 8571.1953 7323.873967 0 0 0 0 0 0 0 0 0 25900.459404 15959.026166 18043.862927 200.966314 0 39178.557006 40906.06399 0 0 0 0 0 0 0 0 0
18250 14351.942776 101564.995496 2802.635225 27021.844244 1086.404478 17473.176118 3132.23436 685.622284 0 114.935475 1312.320813 0 199.349237 262.724222 565.352216 0 1531.154794 2605.731379 0 10387.154232 52940.279169 1273.206082 4163.669698 7039.033877 4.889341 13554.655843 1391.34767 4783.697152 15910.702216 845.53251 3961.768657 67.947466 0 5077.667368 1902.273425 36.813865 195.501756 369.253132 9497.473845 8620.560392 1539.135924 12413.031287 1449.725688 5.428607 30.738139 0 2.970526 35.059733 10849.916019 8755.084869 6629.263923 0 0 0 0 0 0 0 0 0 18653.520663 14717.744608 18544.589012 249.967581 0 41211.942619 29305.094795 0 0 0 0 0 0 0 0 0
18615 13963.16823 95179.551526 2362.127132 24121.458141 799.55113 15266.429381 2358.675832 569.68018 0 103.934457 1236.679825 0 209.556734 220.63079 342.456199 0 4186.642412 700.757672 0 10199.274097 52160.716817 1754.626458 3714.928816 8382.308535 5.320754 8713.442779 1482.196667 5951.626006 13485.012208 813.536084 5094.154515 73.951289 0 5199.924991 2111.0954 33.254712 2.983936 411.603457 9653.177799 21501.837078 1258.2864 16542.727252 1321.56023 13.12213 69.169801 0 2.651027 42.515636 11622.467917 10078.334798 6861.148131 0 0 0 0 0 0 0 0 0 15334.376846 14491.864224 18219.771366 199.851831 0 48306.282394 31291.56951 0 0 0 0 0 0 0 0 0
18980 11943.294998 81304.355491 1844.611911 22366.436221 763.564139 12490.973142 1996.864566 491.738325 0 114.935475 1241.245607 0 318.948726 234.680131 185.584196 0 2932.346578 1094.960825 0 10120.325613 55199.01111 1138.785143 2372.660787 7050.034895 0.323559 6197.920469 1637.714755 7034.733413 15696.687832 600.669976 5041.162682 62.950271 0 3695.905683 785.215652 31.025748 2.983936 301.629226 4748.377412 24347.930639 805.554953 12041.225631 1250.736682 21.570624 73.98724 0 2.011949 23.038424 10547.064458 9816.503374 5570.865305 0 0 0 0 0 0 0 0 0 16197.920827 15393.372503 19208.20926 30.486482 0 22524.697845 37528.571635 0 0 0 0 0 0 0 0 0
19345 15307.413566 66619.613938 1778.066536 20358.570637 682.602396 11789.388596 1439.192033 396.791628 0 132.910995 998.827744 0 202.792677 143.03158 136.95267 0 2729.474859 365.010909 0 11895.336311 76946.801835 731.45986 3172.211916 7209.945121 0.575217 5280.35286 1823.951568 9500.800754 15466.551564 501.732714 3923.804359 48.965316 0 1593.379573 300.215631 33.290663 2.983936 288.686851 1631.314391 21345.774332 563.676356 16077.988158 1059.009785 25.956651 79.883211 0 1.384709 32.445142 11088.774729 11170.7431 3960.762028 0 0 0 0 0 0 0 0 0 18428.646908 14533.855039 18385.685415 26.28021 0 24333.64401 43433.961368 0 0 0 0 0 0 0 0 0
19710 20993.214347 50870.433992 2512.07892 27388.616754 653.625858 9605.614573 1406.22493 445.756945 0 124.929864 1120.198455 0 183.270085 215.214545 142.16063 0 4626.395533 99.440577 0 15275.417141 89010.029503 1069.579391 2490.616149 5947.668156 0.35951 6658.229316 1105.00267 10202.502957 19139.872085 752.670973 5263.052501 41.990815 0 966.841026 342.807906 29.767461 2.983936 290.088942 1289.671658 22789.0824 523.6988 14317.969044 1172.54317 18.155275 132.946946 0 0.75746 37.68616 10383.163667 9503.657424 3114.25884 0 0 0 0 0 0 0 0 0 23444.823617 15046.55282 16922.514038 51.266183 0 21528.461709 24607.336447 0 0 0 0 0 0 0 0 0
